technosphere_id,year,flow_type,subflow_type,unit,value,comment,main_id,facility_group_id,company_id,source_id,value_MJ,unit_source,assumption_note,unit_standard,needs_factor,site_id,activity_name,mining_processing_type,archetypes,concentrate,mass_conc,allocation_factor,facility_type,value_normalized,functional_unit,normalization_key
TECH-GRP-a13779f8-2023.0-4.0,2023.0,Energy,Propane,TJ,48.4,Share of primary energy source derived from the all group,,GRP-a13779f8,CMP-12afc634,HudbayMineralsInc_Hudbay-2023-Integrated-Annual-Report-Performance-Data,48400000.0,direct_unit,tj→MJ factor=1000000.0,MJ,False,GRP-a13779f8,Underground mining and beneficiation at Snow Lake,"Underground, concentrator",Free-miling,Au,32.97878714387755,0.7884676295337092,mining,1157163.0303728802,Doré,concentrate_economic
TECH-GRP-147b3123-2023.0-1.0,2023.0,Energy,Ammonium nitrate,GJ,20.7,,,GRP-147b3123,CMP-48a36546,PanAmericanSilverCorp_ESG_data_2023,20700.0,direct_unit,gj→MJ factor=1000.0,MJ,False,GRP-147b3123,Underground mining and beneficiation at Timmins Operation,"Underground, concentrator",Free-miling,Au,4.218015459183674,1.0,mining,4907.521131751883,Doré,concentrate_economic
TECH-GRP-147b3123-2023.0-2.0,2023.0,Energy,Diesel,GJ,384285.8,,,GRP-147b3123,CMP-48a36546,PanAmericanSilverCorp_ESG_data_2023,384285800.0,direct_unit,gj→MJ factor=1000.0,MJ,False,GRP-147b3123,Underground mining and beneficiation at Timmins Operation,"Underground, concentrator",Free-miling,Au,4.218015459183674,1.0,mining,91105830.15131293,Doré,concentrate_economic
TECH-GRP-147b3123-2023.0-3.0,2023.0,Energy,Dynamite,GJ,4889.799999999999,,,GRP-147b3123,CMP-48a36546,PanAmericanSilverCorp_ESG_data_2023,4889799.999999999,direct_unit,gj→MJ factor=1000.0,MJ,False,GRP-147b3123,Underground mining and beneficiation at Timmins Operation,"Underground, concentrator",Free-miling,Au,4.218015459183674,1.0,mining,1159265.5473449447,Doré,concentrate_economic
TECH-GRP-147b3123-2023.0-4.0,2023.0,Energy,Electricity consumption|Grid electricity,GJ,738226.8,,,GRP-147b3123,CMP-48a36546,PanAmericanSilverCorp_ESG_data_2023,738226800.0,direct_unit,gj→MJ factor=1000.0,MJ,False,GRP-147b3123,Underground mining and beneficiation at Timmins Operation,"Underground, concentrator",Free-miling,Au,4.218015459183674,1.0,mining,175017566.23311937,Doré,concentrate_economic
TECH-GRP-147b3123-2023.0-5.0,2023.0,Energy,Emulsions,GJ,2026.3,"Explosives, treated as energy consumption",,GRP-147b3123,CMP-48a36546,PanAmericanSilverCorp_ESG_data_2023,2026300.0,direct_unit,gj→MJ factor=1000.0,MJ,False,GRP-147b3123,Underground mining and beneficiation at Timmins Operation,"Underground, concentrator",Free-miling,Au,4.218015459183674,1.0,mining,480391.7907859343,Doré,concentrate_economic
TECH-GRP-147b3123-2023.0-6.0,2023.0,Energy,Gasoline,GJ,2946.1,,,GRP-147b3123,CMP-48a36546,PanAmericanSilverCorp_ESG_data_2023,2946100.0,direct_unit,gj→MJ factor=1000.0,MJ,False,GRP-147b3123,Underground mining and beneficiation at Timmins Operation,"Underground, concentrator",Free-miling,Au,4.218015459183674,1.0,mining,698456.4254229093,Doré,concentrate_economic
TECH-GRP-147b3123-2023.0-7.0,2023.0,Energy,Natural gas,GJ,159325.59885,,,GRP-147b3123,CMP-48a36546,PanAmericanSilverCorp_ESG_data_2023,159325598.85,direct_unit,gj→MJ factor=1000.0,MJ,False,GRP-147b3123,Underground mining and beneficiation at Timmins Operation,"Underground, concentrator",Free-miling,Au,4.218015459183674,1.0,mining,37772644.59832843,Doré,concentrate_economic
TECH-02884fb5-2023.0-1.0,2023.0,Energy,ANFO,GJ,1530.9,"Explosives, treated as energy consumption",QC-MAIN-02884fb5,,CMP-3d0a95b7,IAMGOLDCorporation_2023_iamgold-esg-performance-data-final_protected,1530900.0,direct_unit,gj→MJ factor=1000.0,MJ,False,QC-MAIN-02884fb5,Underground mining and beneficiation at Westwood-Doyon,"Underground, concentrator",Free-miling,Au,4.118166876530612,1.0,mining,371743.07061828463,Doré,concentrate_economic
TECH-02884fb5-2023.0-7.0,2023.0,Energy,Diesel,GJ,206946.0,,QC-MAIN-02884fb5,,CMP-3d0a95b7,IAMGOLDCorporation_2023_iamgold-esg-performance-data-final_protected,206946000.0,direct_unit,gj→MJ factor=1000.0,MJ,False,QC-MAIN-02884fb5,Underground mining and beneficiation at Westwood-Doyon,"Underground, concentrator",Free-miling,Au,4.118166876530612,1.0,mining,50251970.404449366,Doré,concentrate_economic
TECH-02884fb5-2023.0-8.0,2023.0,Energy,Electricity consumption|Grid electricity,GJ,525946.7,,QC-MAIN-02884fb5,,CMP-3d0a95b7,IAMGOLDCorporation_2023_iamgold-esg-performance-data-final_protected,525946699.9999999,direct_unit,gj→MJ factor=1000.0,MJ,False,QC-MAIN-02884fb5,Underground mining and beneficiation at Westwood-Doyon,"Underground, concentrator",Free-miling,Au,4.118166876530612,1.0,mining,127713790.08397265,Doré,concentrate_economic
TECH-02884fb5-2023.0-9.0,2023.0,Energy,Emulsion ANFO,GJ,4260.6,"Explosives, treated as energy consumption",QC-MAIN-02884fb5,,CMP-3d0a95b7,IAMGOLDCorporation_2023_iamgold-esg-performance-data-final_protected,4260600.0,direct_unit,gj→MJ factor=1000.0,MJ,False,QC-MAIN-02884fb5,Underground mining and beneficiation at Westwood-Doyon,"Underground, concentrator",Free-miling,Au,4.118166876530612,1.0,mining,1034586.5351598822,Doré,concentrate_economic
TECH-02884fb5-2023.0-12.0,2023.0,Energy,Gasoline,GJ,3350.8,,QC-MAIN-02884fb5,,CMP-3d0a95b7,IAMGOLDCorporation_2023_iamgold-esg-performance-data-final_protected,3350800.0,direct_unit,gj→MJ factor=1000.0,MJ,False,QC-MAIN-02884fb5,Underground mining and beneficiation at Westwood-Doyon,"Underground, concentrator",Free-miling,Au,4.118166876530612,1.0,mining,813662.9962948253,Doré,concentrate_economic
TECH-02884fb5-2023.0-17.0,2023.0,Energy,Natural gas,GJ,63958.3,,QC-MAIN-02884fb5,,CMP-3d0a95b7,IAMGOLDCorporation_2023_iamgold-esg-performance-data-final_protected,63958300.0,direct_unit,gj→MJ factor=1000.0,MJ,False,QC-MAIN-02884fb5,Underground mining and beneficiation at Westwood-Doyon,"Underground, concentrator",Free-miling,Au,4.118166876530612,1.0,mining,15530769.37326111,Doré,concentrate_economic
TECH-02884fb5-2023.0-18.0,2023.0,Energy,Propane,GJ,33.0,,QC-MAIN-02884fb5,,CMP-3d0a95b7,IAMGOLDCorporation_2023_iamgold-esg-performance-data-final_protected,33000.0,direct_unit,gj→MJ factor=1000.0,MJ,False,QC-MAIN-02884fb5,Underground mining and beneficiation at Westwood-Doyon,"Underground, concentrator",Free-miling,Au,4.118166876530612,1.0,mining,8013.274106998101,Doré,concentrate_economic
TECH-7607a50e-2023.0-1.0,2023.0,Energy,Diesel,GJ,140100.0,,ON-MAIN-7607a50e,,CMP-3a4ccc7f,AlamosGoldInc_Data_2023,140100000.0,direct_unit,gj→MJ factor=1000.0,MJ,False,ON-MAIN-7607a50e,Underground mining and beneficiation at Young-Davidson,"Underground, concentrator",Free-miling,Au,5.874752908163255,1.0,mining,23847811.506305948,Doré,concentrate_economic
TECH-7607a50e-2023.0-2.0,2023.0,Energy,Electricity consumption|Generated on-site,GJ,475.0,,ON-MAIN-7607a50e,,CMP-3a4ccc7f,AlamosGoldInc_Data_2023,475000.0,direct_unit,gj→MJ factor=1000.0,MJ,False,ON-MAIN-7607a50e,Underground mining and beneficiation at Young-Davidson,"Underground, concentrator",Free-miling,Au,5.874752908163255,1.0,mining,80854.46442180818,Doré,concentrate_economic
TECH-7607a50e-2023.0-3.0,2023.0,Energy,Electricity consumption|Grid electricity,GJ,960748.0,,ON-MAIN-7607a50e,,CMP-3a4ccc7f,AlamosGoldInc_Data_2023,960748000.0,direct_unit,gj→MJ factor=1000.0,MJ,False,ON-MAIN-7607a50e,Underground mining and beneficiation at Young-Davidson,"Underground, concentrator",Free-miling,Au,5.874752908163255,1.0,mining,163538452.5985755,Doré,concentrate_economic
TECH-7607a50e-2023.0-4.0,2023.0,Energy,Gasoline,GJ,2124.0,,ON-MAIN-7607a50e,,CMP-3a4ccc7f,AlamosGoldInc_Data_2023,2124000.0,direct_unit,gj→MJ factor=1000.0,MJ,False,ON-MAIN-7607a50e,Underground mining and beneficiation at Young-Davidson,"Underground, concentrator",Free-miling,Au,5.874752908163255,1.0,mining,361547.12090930645,Doré,concentrate_economic
TECH-7607a50e-2023.0-5.0,2023.0,Energy,Naphta,GJ,6344.0,,ON-MAIN-7607a50e,,CMP-3a4ccc7f,AlamosGoldInc_Data_2023,6344000.0,direct_unit,gj→MJ factor=1000.0,MJ,False,ON-MAIN-7607a50e,Underground mining and beneficiation at Young-Davidson,"Underground, concentrator",Free-miling,Au,5.874752908163255,1.0,mining,1079875.20482516,Doré,concentrate_economic
TECH-7607a50e-2023.0-6.0,2023.0,Energy,Natural gas,GJ,221612.0,,ON-MAIN-7607a50e,,CMP-3a4ccc7f,AlamosGoldInc_Data_2023,221612000.0,direct_unit,gj→MJ factor=1000.0,MJ,False,ON-MAIN-7607a50e,Underground mining and beneficiation at Young-Davidson,"Underground, concentrator",Free-miling,Au,5.874752908163255,1.0,mining,37722778.04093843,Doré,concentrate_economic
