technosphere_id,year,flow_type,subflow_type,unit,value,comment,main_id,facility_group_id,company_id,source_id,value_MJ,unit_source,assumption_note,unit_standard,needs_factor,site_id,activity_name,mining_processing_type,archetypes,metal,mass_t,allocation_factor,facility_type,value_normalized,functional_unit,normalization_key
TECH-6dc537e6-2023.0-4.0,2023.0,Energy,Electricity consumption|Generated on-site,GJ,3531.1068,,QC-MAIN-6dc537e6,,CMP-4a434d72,NewmontCorporation_2023-Performance-data,3531106.8,direct_unit,gj→MJ factor=1000.0,MJ,False,QC-MAIN-6dc537e6,Underground mining and beneficiation at Éléonore,"Underground, concentrator",Free-miling,Au,7.216012,0.9993384328257033,mining,489019.52153796086,"Au, usable ore",metal_economic
TECH-6dc537e6-2023.0-4.0,2023.0,Energy,Electricity consumption|Generated on-site,GJ,3531.1068,,QC-MAIN-6dc537e6,,CMP-4a434d72,NewmontCorporation_2023-Performance-data,3531106.8,direct_unit,gj→MJ factor=1000.0,MJ,False,QC-MAIN-6dc537e6,Underground mining and beneficiation at Éléonore,"Underground, concentrator",Free-miling,Ag,0.368109922499999,0.0006615671742966747,mining,6346.105347963771,"Ag, usable ore",metal_economic
TECH-6dc537e6-2023.0-5.0,2023.0,Energy,Electricity consumption|Grid electricity,GJ,892229.95044,,QC-MAIN-6dc537e6,,CMP-4a434d72,NewmontCorporation_2023-Performance-data,892229950.44,direct_unit,gj→MJ factor=1000.0,MJ,False,QC-MAIN-6dc537e6,Underground mining and beneficiation at Éléonore,"Underground, concentrator",Free-miling,Au,7.216012,0.9993384328257033,mining,123564051.77719557,"Au, usable ore",metal_economic
TECH-6dc537e6-2023.0-5.0,2023.0,Energy,Electricity consumption|Grid electricity,GJ,892229.95044,,QC-MAIN-6dc537e6,,CMP-4a434d72,NewmontCorporation_2023-Performance-data,892229950.44,direct_unit,gj→MJ factor=1000.0,MJ,False,QC-MAIN-6dc537e6,Underground mining and beneficiation at Éléonore,"Underground, concentrator",Free-miling,Ag,0.368109922499999,0.0006615671742966747,mining,1603515.719235888,"Ag, usable ore",metal_economic
TECH-6dc537e6-2023.0-6.0,2023.0,Energy,Gasoline,GJ,10018.1179,,QC-MAIN-6dc537e6,,CMP-4a434d72,NewmontCorporation_2023-Performance-data,10018117.9,direct_unit,gj→MJ factor=1000.0,MJ,False,QC-MAIN-6dc537e6,Underground mining and beneficiation at Éléonore,"Underground, concentrator",Free-miling,Au,7.216012,0.9993384328257033,mining,1387399.3338770953,"Au, usable ore",metal_economic
TECH-6dc537e6-2023.0-6.0,2023.0,Energy,Gasoline,GJ,10018.1179,,QC-MAIN-6dc537e6,,CMP-4a434d72,NewmontCorporation_2023-Performance-data,10018117.9,direct_unit,gj→MJ factor=1000.0,MJ,False,QC-MAIN-6dc537e6,Underground mining and beneficiation at Éléonore,"Underground, concentrator",Free-miling,Ag,0.368109922499999,0.0006615671742966747,mining,18004.562077171267,"Ag, usable ore",metal_economic
TECH-6dc537e6-2023.0-11.0,2023.0,Energy,Propane,GJ,142393.17415,,QC-MAIN-6dc537e6,,CMP-4a434d72,NewmontCorporation_2023-Performance-data,142393174.15,direct_unit,gj→MJ factor=1000.0,MJ,False,QC-MAIN-6dc537e6,Underground mining and beneficiation at Éléonore,"Underground, concentrator",Free-miling,Au,7.216012,0.9993384328257033,mining,19719891.194767755,"Au, usable ore",metal_economic
TECH-6dc537e6-2023.0-11.0,2023.0,Energy,Propane,GJ,142393.17415,,QC-MAIN-6dc537e6,,CMP-4a434d72,NewmontCorporation_2023-Performance-data,142393174.15,direct_unit,gj→MJ factor=1000.0,MJ,False,QC-MAIN-6dc537e6,Underground mining and beneficiation at Éléonore,"Underground, concentrator",Free-miling,Ag,0.368109922499999,0.0006615671742966747,mining,255909.02092988286,"Ag, usable ore",metal_economic
TECH-6b4800fe-2023.0-1.0,2023.0,Energy,Diesel,GJ,1683653.0,,BC-MAIN-6b4800fe,,CMP-e35f138c,TasekoMinesLimited_ESG_2023,1683653000.0,direct_unit,gj→MJ factor=1000.0,MJ,False,BC-MAIN-6b4800fe,Open-pit mining and beneficiation at Gibraltar,"Open-pit, concentrator","Porphyry sulfide, flotation-based",Cu,55610.3792,0.960110067742726,mining,29068.1743073826,"Cu, usable ore",metal_economic
TECH-6b4800fe-2023.0-1.0,2023.0,Energy,Diesel,GJ,1683653.0,,BC-MAIN-6b4800fe,,CMP-e35f138c,TasekoMinesLimited_ESG_2023,1683653000.0,direct_unit,gj→MJ factor=1000.0,MJ,False,BC-MAIN-6b4800fe,Open-pit mining and beneficiation at Gibraltar,"Open-pit, concentrator","Porphyry sulfide, flotation-based",Mo,545.217584,0.03988993225727399,mining,123181.65460114017,"Mo, usable ore",metal_economic
TECH-6b4800fe-2023.0-2.0,2023.0,Energy,Electricity consumption|Grid electricity,GJ,1695665.0,,BC-MAIN-6b4800fe,,CMP-e35f138c,TasekoMinesLimited_ESG_2023,1695665000.0,direct_unit,gj→MJ factor=1000.0,MJ,False,BC-MAIN-6b4800fe,Open-pit mining and beneficiation at Gibraltar,"Open-pit, concentrator","Porphyry sulfide, flotation-based",Cu,55610.3792,0.960110067742726,mining,29275.560811478324,"Cu, usable ore",metal_economic
TECH-6b4800fe-2023.0-2.0,2023.0,Energy,Electricity consumption|Grid electricity,GJ,1695665.0,,BC-MAIN-6b4800fe,,CMP-e35f138c,TasekoMinesLimited_ESG_2023,1695665000.0,direct_unit,gj→MJ factor=1000.0,MJ,False,BC-MAIN-6b4800fe,Open-pit mining and beneficiation at Gibraltar,"Open-pit, concentrator","Porphyry sulfide, flotation-based",Mo,545.217584,0.03988993225727399,mining,124060.49248226467,"Mo, usable ore",metal_economic
TECH-6b4800fe-2023.0-3.0,2023.0,Energy,Gasoline,GJ,38791.0,,BC-MAIN-6b4800fe,,CMP-e35f138c,TasekoMinesLimited_ESG_2023,38791000.0,direct_unit,gj→MJ factor=1000.0,MJ,False,BC-MAIN-6b4800fe,Open-pit mining and beneficiation at Gibraltar,"Open-pit, concentrator","Porphyry sulfide, flotation-based",Cu,55610.3792,0.960110067742726,mining,669.72443226584,"Cu, usable ore",metal_economic
TECH-6b4800fe-2023.0-3.0,2023.0,Energy,Gasoline,GJ,38791.0,,BC-MAIN-6b4800fe,,CMP-e35f138c,TasekoMinesLimited_ESG_2023,38791000.0,direct_unit,gj→MJ factor=1000.0,MJ,False,BC-MAIN-6b4800fe,Open-pit mining and beneficiation at Gibraltar,"Open-pit, concentrator","Porphyry sulfide, flotation-based",Mo,545.217584,0.03988993225727399,mining,2838.0786086164003,"Mo, usable ore",metal_economic
TECH-6b4800fe-2023.0-4.0,2023.0,Energy,Natural gas,GJ,186977.0,,BC-MAIN-6b4800fe,,CMP-e35f138c,TasekoMinesLimited_ESG_2023,186977000.0,direct_unit,gj→MJ factor=1000.0,MJ,False,BC-MAIN-6b4800fe,Open-pit mining and beneficiation at Gibraltar,"Open-pit, concentrator","Porphyry sulfide, flotation-based",Cu,55610.3792,0.960110067742726,mining,3228.1473839748905,"Cu, usable ore",metal_economic
TECH-6b4800fe-2023.0-4.0,2023.0,Energy,Natural gas,GJ,186977.0,,BC-MAIN-6b4800fe,,CMP-e35f138c,TasekoMinesLimited_ESG_2023,186977000.0,direct_unit,gj→MJ factor=1000.0,MJ,False,BC-MAIN-6b4800fe,Open-pit mining and beneficiation at Gibraltar,"Open-pit, concentrator","Porphyry sulfide, flotation-based",Mo,545.217584,0.03988993225727399,mining,13679.85934890229,"Mo, usable ore",metal_economic
TECH-6b4800fe-2023.0-5.0,2023.0,Energy,Propane,GJ,453.0,,BC-MAIN-6b4800fe,,CMP-e35f138c,TasekoMinesLimited_ESG_2023,453000.0,direct_unit,gj→MJ factor=1000.0,MJ,False,BC-MAIN-6b4800fe,Open-pit mining and beneficiation at Gibraltar,"Open-pit, concentrator","Porphyry sulfide, flotation-based",Cu,55610.3792,0.960110067742726,mining,7.821019510103517,"Cu, usable ore",metal_economic
TECH-6b4800fe-2023.0-5.0,2023.0,Energy,Propane,GJ,453.0,,BC-MAIN-6b4800fe,,CMP-e35f138c,TasekoMinesLimited_ESG_2023,453000.0,direct_unit,gj→MJ factor=1000.0,MJ,False,BC-MAIN-6b4800fe,Open-pit mining and beneficiation at Gibraltar,"Open-pit, concentrator","Porphyry sulfide, flotation-based",Mo,545.217584,0.03988993225727399,mining,33.14298702542418,"Mo, usable ore",metal_economic
TECH-c0660aec-2023.0-1.0,2023.0,Energy,Diesel,GJ,129455.0,,QC-MAIN-c0660aec,,CMP-6265c407,AgnicoEagleMinesLimited_2023-Sustainability-Performance_data,129455000.0,direct_unit,gj→MJ factor=1000.0,MJ,False,QC-MAIN-c0660aec,Underground mining and beneficiation at Goldex,"Underground, concentrator",Free-miling,Au,4.38505127595036,0.9988154287172059,mining,29486918.895050477,"Au, usable ore",metal_economic
TECH-c0660aec-2023.0-1.0,2023.0,Energy,Diesel,GJ,129455.0,,QC-MAIN-c0660aec,,CMP-6265c407,AgnicoEagleMinesLimited_2023-Sustainability-Performance_data,129455000.0,direct_unit,gj→MJ factor=1000.0,MJ,False,QC-MAIN-c0660aec,Underground mining and beneficiation at Goldex,"Underground, concentrator",Free-miling,Cu,39.036758,0.0011845712827941936,mining,3928.3148312193944,"Cu, usable ore",metal_economic
TECH-c0660aec-2023.0-2.0,2023.0,Energy,Electricity consumption|Grid electricity,kWh,178921745.0,,QC-MAIN-c0660aec,,CMP-6265c407,AgnicoEagleMinesLimited_2023-Sustainability-Performance_data,644118282.0,direct_unit,kwh→MJ factor=3.6,MJ,False,QC-MAIN-c0660aec,Underground mining and beneficiation at Goldex,"Underground, concentrator",Free-miling,Au,4.38505127595036,0.9988154287172059,mining,146715565.56450698,"Au, usable ore",metal_economic
TECH-c0660aec-2023.0-2.0,2023.0,Energy,Electricity consumption|Grid electricity,kWh,178921745.0,,QC-MAIN-c0660aec,,CMP-6265c407,AgnicoEagleMinesLimited_2023-Sustainability-Performance_data,644118282.0,direct_unit,kwh→MJ factor=3.6,MJ,False,QC-MAIN-c0660aec,Underground mining and beneficiation at Goldex,"Underground, concentrator",Free-miling,Cu,39.036758,0.0011845712827941936,mining,19545.78347873899,"Cu, usable ore",metal_economic
TECH-c0660aec-2023.0-3.0,2023.0,Energy,Explosives,GJ,11047.0,,QC-MAIN-c0660aec,,CMP-6265c407,AgnicoEagleMinesLimited_2023-Sustainability-Performance_data,11047000.0,direct_unit,gj→MJ factor=1000.0,MJ,False,QC-MAIN-c0660aec,Underground mining and beneficiation at Goldex,"Underground, concentrator",Free-miling,Au,4.38505127595036,0.9988154287172059,mining,2516256.5604543868,"Au, usable ore",metal_economic
TECH-c0660aec-2023.0-3.0,2023.0,Energy,Explosives,GJ,11047.0,,QC-MAIN-c0660aec,,CMP-6265c407,AgnicoEagleMinesLimited_2023-Sustainability-Performance_data,11047000.0,direct_unit,gj→MJ factor=1000.0,MJ,False,QC-MAIN-c0660aec,Underground mining and beneficiation at Goldex,"Underground, concentrator",Free-miling,Cu,39.036758,0.0011845712827941936,mining,335.221458734546,"Cu, usable ore",metal_economic
TECH-c0660aec-2023.0-4.0,2023.0,Energy,Light Fuel & Gasoline,GJ,1347.0,,QC-MAIN-c0660aec,,CMP-6265c407,AgnicoEagleMinesLimited_2023-Sustainability-Performance_data,1347000.0,direct_unit,gj→MJ factor=1000.0,MJ,False,QC-MAIN-c0660aec,Underground mining and beneficiation at Goldex,"Underground, concentrator",Free-miling,Au,4.38505127595036,0.9988154287172059,mining,306816.1117889073,"Au, usable ore",metal_economic
TECH-c0660aec-2023.0-4.0,2023.0,Energy,Light Fuel & Gasoline,GJ,1347.0,,QC-MAIN-c0660aec,,CMP-6265c407,AgnicoEagleMinesLimited_2023-Sustainability-Performance_data,1347000.0,direct_unit,gj→MJ factor=1000.0,MJ,False,QC-MAIN-c0660aec,Underground mining and beneficiation at Goldex,"Underground, concentrator",Free-miling,Cu,39.036758,0.0011845712827941936,mining,40.87474471942006,"Cu, usable ore",metal_economic
TECH-c0660aec-2023.0-5.0,2023.0,Energy,Natural gas,GJ,86234.0,,QC-MAIN-c0660aec,,CMP-6265c407,AgnicoEagleMinesLimited_2023-Sustainability-Performance_data,86234000.0,direct_unit,gj→MJ factor=1000.0,MJ,False,QC-MAIN-c0660aec,Underground mining and beneficiation at Goldex,"Underground, concentrator",Free-miling,Au,4.38505127595036,0.9988154287172059,mining,19642153.366001956,"Au, usable ore",metal_economic
TECH-c0660aec-2023.0-5.0,2023.0,Energy,Natural gas,GJ,86234.0,,QC-MAIN-c0660aec,,CMP-6265c407,AgnicoEagleMinesLimited_2023-Sustainability-Performance_data,86234000.0,direct_unit,gj→MJ factor=1000.0,MJ,False,QC-MAIN-c0660aec,Underground mining and beneficiation at Goldex,"Underground, concentrator",Free-miling,Cu,39.036758,0.0011845712827941936,mining,2616.7726326165325,"Cu, usable ore",metal_economic
TECH-6e9be24e-2023.0-1.0,2023.0,Energy,Electricity consumption|Non-renewable electricity use,GJ,619000.0,,ON-MAIN-6e9be24e,,CMP-79bcdb91,BarrickGoldCorporation_Barrick_2023_Performance-Data,619000000.0,direct_unit,gj→MJ factor=1000.0,MJ,False,ON-MAIN-6e9be24e,Open-pit and underground mining and beneficiation at Hemlo (Williams),"Open-pit, underground, concentrator",Free-miling,Au,4.3869931575,1.0,mining,141098920.78171083,"Au, usable ore",metal_economic
TECH-6e9be24e-2023.0-2.0,2023.0,Energy,Non-renewable fuel use,GJ,301000.0,,ON-MAIN-6e9be24e,,CMP-79bcdb91,BarrickGoldCorporation_Barrick_2023_Performance-Data,301000000.0,direct_unit,gj→MJ factor=1000.0,MJ,False,ON-MAIN-6e9be24e,Open-pit and underground mining and beneficiation at Hemlo (Williams),"Open-pit, underground, concentrator",Free-miling,Au,4.3869931575,1.0,mining,68611914.62890947,"Au, usable ore",metal_economic
TECH-687b8c8d-2023.0-1.0,2023.0,Energy,Diesel,GJ,211308.0,,ON-MAIN-687b8c8d,,CMP-3a4ccc7f,AlamosGoldInc_Data_2023,211308000.0,direct_unit,gj→MJ factor=1000.0,MJ,False,ON-MAIN-687b8c8d,Underground mining and beneficiation at Island,"Underground, concentrator",Free-miling,Au,4.0869999,1.0,mining,51702472.51535288,"Au, usable ore",metal_economic
TECH-687b8c8d-2023.0-2.0,2023.0,Energy,Electricity consumption|Generated on-site,GJ,717.0,,ON-MAIN-687b8c8d,,CMP-3a4ccc7f,AlamosGoldInc_Data_2023,717000.0,direct_unit,gj→MJ factor=1000.0,MJ,False,ON-MAIN-687b8c8d,Underground mining and beneficiation at Island,"Underground, concentrator",Free-miling,Au,4.0869999,1.0,mining,175434.30818288005,"Au, usable ore",metal_economic
TECH-687b8c8d-2023.0-3.0,2023.0,Energy,Electricity consumption|Grid electricity,GJ,334179.0,,ON-MAIN-687b8c8d,,CMP-3a4ccc7f,AlamosGoldInc_Data_2023,334179000.0,direct_unit,gj→MJ factor=1000.0,MJ,False,ON-MAIN-687b8c8d,Underground mining and beneficiation at Island,"Underground, concentrator",Free-miling,Au,4.0869999,1.0,mining,81766334.27370526,"Au, usable ore",metal_economic
TECH-687b8c8d-2023.0-4.0,2023.0,Energy,Gasoline,GJ,14406.0,,ON-MAIN-687b8c8d,,CMP-3a4ccc7f,AlamosGoldInc_Data_2023,14406000.0,direct_unit,gj→MJ factor=1000.0,MJ,False,ON-MAIN-687b8c8d,Underground mining and beneficiation at Island,"Underground, concentrator",Free-miling,Au,4.0869999,1.0,mining,3524834.9284275733,"Au, usable ore",metal_economic
TECH-687b8c8d-2023.0-5.0,2023.0,Energy,Propane,GJ,72011.0,,ON-MAIN-687b8c8d,,CMP-3a4ccc7f,AlamosGoldInc_Data_2023,72011000.0,direct_unit,gj→MJ factor=1000.0,MJ,False,ON-MAIN-687b8c8d,Underground mining and beneficiation at Island,"Underground, concentrator",Free-miling,Au,4.0869999,1.0,mining,17619525.755310148,"Au, usable ore",metal_economic
TECH-44857446-2023.0-1.0,2023.0,Energy,Diesel|Mobile equipment,gallons,409793.0,,YT-MAIN-44857446,,CMP-7e360a1f,HeclaMiningCompany_SR_2023,55697075.44526765,lhv+density,"diesel MJ/kg=43.0, dens=0.835 kg/L",MJ,False,YT-MAIN-44857446,Underground mining and beneficiation at Keno Hill Silver District,"Underground, concentrator",High-grade polymetallic Pb-Zn-Ag,Ag,46.7354037195,0.8400656382176023,mining,1001151.0655092568,"Ag, usable ore",metal_economic
TECH-44857446-2023.0-1.0,2023.0,Energy,Diesel|Mobile equipment,gallons,409793.0,,YT-MAIN-44857446,,CMP-7e360a1f,HeclaMiningCompany_SR_2023,55697075.44526765,lhv+density,"diesel MJ/kg=43.0, dens=0.835 kg/L",MJ,False,YT-MAIN-44857446,Underground mining and beneficiation at Keno Hill Silver District,"Underground, concentrator",High-grade polymetallic Pb-Zn-Ag,Zn,1339.0,0.09236316898100091,mining,3841.940546003594,"Zn, usable ore",metal_economic
TECH-44857446-2023.0-1.0,2023.0,Energy,Diesel|Mobile equipment,gallons,409793.0,,YT-MAIN-44857446,,CMP-7e360a1f,HeclaMiningCompany_SR_2023,55697075.44526765,lhv+density,"diesel MJ/kg=43.0, dens=0.835 kg/L",MJ,False,YT-MAIN-44857446,Underground mining and beneficiation at Keno Hill Silver District,"Underground, concentrator",High-grade polymetallic Pb-Zn-Ag,Pb,1225.0,0.06757119280139672,mining,3072.259447662138,"Pb, usable ore",metal_economic
TECH-44857446-2023.0-2.0,2023.0,Energy,Electricity consumption|Not specified,kWh,17595388.0,,YT-MAIN-44857446,,CMP-7e360a1f,HeclaMiningCompany_SR_2023,63343396.8,direct_unit,kwh→MJ factor=3.6,MJ,False,YT-MAIN-44857446,Underground mining and beneficiation at Keno Hill Silver District,"Underground, concentrator",High-grade polymetallic Pb-Zn-Ag,Ag,46.7354037195,0.8400656382176023,mining,1138593.161172592,"Ag, usable ore",metal_economic
TECH-44857446-2023.0-2.0,2023.0,Energy,Electricity consumption|Not specified,kWh,17595388.0,,YT-MAIN-44857446,,CMP-7e360a1f,HeclaMiningCompany_SR_2023,63343396.8,direct_unit,kwh→MJ factor=3.6,MJ,False,YT-MAIN-44857446,Underground mining and beneficiation at Keno Hill Silver District,"Underground, concentrator",High-grade polymetallic Pb-Zn-Ag,Zn,1339.0,0.09236316898100091,mining,4369.377791238979,"Zn, usable ore",metal_economic
TECH-44857446-2023.0-2.0,2023.0,Energy,Electricity consumption|Not specified,kWh,17595388.0,,YT-MAIN-44857446,,CMP-7e360a1f,HeclaMiningCompany_SR_2023,63343396.8,direct_unit,kwh→MJ factor=3.6,MJ,False,YT-MAIN-44857446,Underground mining and beneficiation at Keno Hill Silver District,"Underground, concentrator",High-grade polymetallic Pb-Zn-Ag,Pb,1225.0,0.06757119280139672,mining,3494.031737035245,"Pb, usable ore",metal_economic
TECH-44857446-2023.0-3.0,2023.0,Energy,Gasoline|Mobile equipment,gallons,67158.0,,YT-MAIN-44857446,,CMP-7e360a1f,HeclaMiningCompany_SR_2023,8333350.1134884,lhv+density,"gasoline MJ/kg=44.0, dens=0.745 kg/L",MJ,False,YT-MAIN-44857446,Underground mining and beneficiation at Keno Hill Silver District,"Underground, concentrator",High-grade polymetallic Pb-Zn-Ag,Ag,46.7354037195,0.8400656382176023,mining,149791.38991918945,"Ag, usable ore",metal_economic
TECH-44857446-2023.0-3.0,2023.0,Energy,Gasoline|Mobile equipment,gallons,67158.0,,YT-MAIN-44857446,,CMP-7e360a1f,HeclaMiningCompany_SR_2023,8333350.1134884,lhv+density,"gasoline MJ/kg=44.0, dens=0.745 kg/L",MJ,False,YT-MAIN-44857446,Underground mining and beneficiation at Keno Hill Silver District,"Underground, concentrator",High-grade polymetallic Pb-Zn-Ag,Zn,1339.0,0.09236316898100091,mining,574.8279497460584,"Zn, usable ore",metal_economic
TECH-44857446-2023.0-3.0,2023.0,Energy,Gasoline|Mobile equipment,gallons,67158.0,,YT-MAIN-44857446,,CMP-7e360a1f,HeclaMiningCompany_SR_2023,8333350.1134884,lhv+density,"gasoline MJ/kg=44.0, dens=0.745 kg/L",MJ,False,YT-MAIN-44857446,Underground mining and beneficiation at Keno Hill Silver District,"Underground, concentrator",High-grade polymetallic Pb-Zn-Ag,Pb,1225.0,0.06757119280139672,mining,459.6689038367885,"Pb, usable ore",metal_economic
TECH-44857446-2023.0-4.0,2023.0,Energy,Propane,gallons,422621.0,,YT-MAIN-44857446,,CMP-7e360a1f,HeclaMiningCompany_SR_2023,36595602.20983067,lhv+density,"propane MJ/kg=46.4, dens=0.493 kg/L",MJ,False,YT-MAIN-44857446,Underground mining and beneficiation at Keno Hill Silver District,"Underground, concentrator",High-grade polymetallic Pb-Zn-Ag,Ag,46.7354037195,0.8400656382176023,mining,657803.4098276492,"Ag, usable ore",metal_economic
TECH-44857446-2023.0-4.0,2023.0,Energy,Propane,gallons,422621.0,,YT-MAIN-44857446,,CMP-7e360a1f,HeclaMiningCompany_SR_2023,36595602.20983067,lhv+density,"propane MJ/kg=46.4, dens=0.493 kg/L",MJ,False,YT-MAIN-44857446,Underground mining and beneficiation at Keno Hill Silver District,"Underground, concentrator",High-grade polymetallic Pb-Zn-Ag,Zn,1339.0,0.09236316898100091,mining,2524.3359155101425,"Zn, usable ore",metal_economic
TECH-44857446-2023.0-4.0,2023.0,Energy,Propane,gallons,422621.0,,YT-MAIN-44857446,,CMP-7e360a1f,HeclaMiningCompany_SR_2023,36595602.20983067,lhv+density,"propane MJ/kg=46.4, dens=0.493 kg/L",MJ,False,YT-MAIN-44857446,Underground mining and beneficiation at Keno Hill Silver District,"Underground, concentrator",High-grade polymetallic Pb-Zn-Ag,Pb,1225.0,0.06757119280139672,mining,2018.6191776356638,"Pb, usable ore",metal_economic
TECH-9de9bb0d-2023.0-1.0,2023.0,Energy,Diesel,kl,1188.0,,QC-MAIN-9de9bb0d,,CMP-3d2c4955,WesdomeGoldMinesLtd._ESG_data_2023,42655140.0,lhv+density,"diesel MJ/kg=43.0, dens=0.835 kg/L",MJ,False,QC-MAIN-9de9bb0d,Open-pit mining and beneficiation at Kiena,"Open-pit, concentrator",Free-miling,Au,1.1053250795,0.9989391993518907,mining,38549646.78727604,"Au, usable ore",metal_economic
TECH-9de9bb0d-2023.0-1.0,2023.0,Energy,Diesel,kl,1188.0,,QC-MAIN-9de9bb0d,,CMP-3d2c4955,WesdomeGoldMinesLtd._ESG_data_2023,42655140.0,lhv+density,"diesel MJ/kg=43.0, dens=0.835 kg/L",MJ,False,QC-MAIN-9de9bb0d,Open-pit mining and beneficiation at Kiena,"Open-pit, concentrator",Free-miling,Ag,0.090448978,0.0010608006481092256,mining,500266.57191405474,"Ag, usable ore",metal_economic
TECH-9de9bb0d-2023.0-2.0,2023.0,Energy,Electricity consumption|Generated on-site,MWh,10684.5,Given in MW in the Excel file but does not make sense,QC-MAIN-9de9bb0d,,CMP-3d2c4955,WesdomeGoldMinesLtd._ESG_data_2023,38464200.0,direct_unit,mwh→MJ factor=3600.0,MJ,False,QC-MAIN-9de9bb0d,Open-pit mining and beneficiation at Kiena,"Open-pit, concentrator",Free-miling,Au,1.1053250795,0.9989391993518907,mining,34762078.47296112,"Au, usable ore",metal_economic
TECH-9de9bb0d-2023.0-2.0,2023.0,Energy,Electricity consumption|Generated on-site,MWh,10684.5,Given in MW in the Excel file but does not make sense,QC-MAIN-9de9bb0d,,CMP-3d2c4955,WesdomeGoldMinesLtd._ESG_data_2023,38464200.0,direct_unit,mwh→MJ factor=3600.0,MJ,False,QC-MAIN-9de9bb0d,Open-pit mining and beneficiation at Kiena,"Open-pit, concentrator",Free-miling,Ag,0.090448978,0.0010608006481092256,mining,451114.53099008894,"Ag, usable ore",metal_economic
TECH-9de9bb0d-2023.0-3.0,2023.0,Energy,Electricity consumption|Grid electricity,MWh,32053.5,Given in MW in the Excel file but does not make sense,QC-MAIN-9de9bb0d,,CMP-3d2c4955,WesdomeGoldMinesLtd._ESG_data_2023,115392600.0,direct_unit,mwh→MJ factor=3600.0,MJ,False,QC-MAIN-9de9bb0d,Open-pit mining and beneficiation at Kiena,"Open-pit, concentrator",Free-miling,Au,1.1053250795,0.9989391993518907,mining,104286235.41888337,"Au, usable ore",metal_economic
TECH-9de9bb0d-2023.0-3.0,2023.0,Energy,Electricity consumption|Grid electricity,MWh,32053.5,Given in MW in the Excel file but does not make sense,QC-MAIN-9de9bb0d,,CMP-3d2c4955,WesdomeGoldMinesLtd._ESG_data_2023,115392600.0,direct_unit,mwh→MJ factor=3600.0,MJ,False,QC-MAIN-9de9bb0d,Open-pit mining and beneficiation at Kiena,"Open-pit, concentrator",Free-miling,Ag,0.090448978,0.0010608006481092256,mining,1353343.5929702667,"Ag, usable ore",metal_economic
TECH-9de9bb0d-2023.0-5.0,2023.0,Energy,Gasoline,kl,36.0,,QC-MAIN-9de9bb0d,,CMP-3d2c4955,WesdomeGoldMinesLtd._ESG_data_2023,1180080.0,lhv+density,"gasoline MJ/kg=44.0, dens=0.745 kg/L",MJ,False,QC-MAIN-9de9bb0d,Open-pit mining and beneficiation at Kiena,"Open-pit, concentrator",Free-miling,Au,1.1053250795,0.9989391993518907,mining,1066499.0709379623,"Au, usable ore",metal_economic
TECH-9de9bb0d-2023.0-5.0,2023.0,Energy,Gasoline,kl,36.0,,QC-MAIN-9de9bb0d,,CMP-3d2c4955,WesdomeGoldMinesLtd._ESG_data_2023,1180080.0,lhv+density,"gasoline MJ/kg=44.0, dens=0.745 kg/L",MJ,False,QC-MAIN-9de9bb0d,Open-pit mining and beneficiation at Kiena,"Open-pit, concentrator",Free-miling,Ag,0.090448978,0.0010608006481092256,mining,13840.174388932674,"Ag, usable ore",metal_economic
TECH-9de9bb0d-2023.0-6.0,2023.0,Energy,Natural gas,m3,1528.0,Expressed initially in kl,QC-MAIN-9de9bb0d,,CMP-3d2c4955,WesdomeGoldMinesLtd._ESG_data_2023,58064.0,lhv_factor,natural_gas MJ/m3=38.0,MJ,False,QC-MAIN-9de9bb0d,Open-pit mining and beneficiation at Kiena,"Open-pit, concentrator",Free-miling,Au,1.1053250795,0.9989391993518907,mining,52475.42713624656,"Au, usable ore",metal_economic
TECH-9de9bb0d-2023.0-6.0,2023.0,Energy,Natural gas,m3,1528.0,Expressed initially in kl,QC-MAIN-9de9bb0d,,CMP-3d2c4955,WesdomeGoldMinesLtd._ESG_data_2023,58064.0,lhv_factor,natural_gas MJ/m3=38.0,MJ,False,QC-MAIN-9de9bb0d,Open-pit mining and beneficiation at Kiena,"Open-pit, concentrator",Free-miling,Ag,0.090448978,0.0010608006481092256,mining,680.984243202992,"Ag, usable ore",metal_economic
TECH-a3c56a83-2023.0-1.0,2023.0,Energy,Diesel,kl,13849.0,,ON-MAIN-a3c56a83,,CMP-967076a1,ImpalaCanadaLtd_ESG_2024,497248345.0,lhv+density,"diesel MJ/kg=43.0, dens=0.835 kg/L",MJ,False,ON-MAIN-a3c56a83,Open-pit and underground mining and beneficiation at Lac des Iles,"Open-pit, underground, concentrator","Porphyry sulfide, flotation-based",Au,0.59407685,0.4669926650366748,mining,390877594.0631686,"Au, usable ore",metal_economic
TECH-a3c56a83-2023.0-1.0,2023.0,Energy,Diesel,kl,13849.0,,ON-MAIN-a3c56a83,,CMP-967076a1,ImpalaCanadaLtd_ESG_2024,497248345.0,lhv+density,"diesel MJ/kg=43.0, dens=0.835 kg/L",MJ,False,ON-MAIN-a3c56a83,Open-pit and underground mining and beneficiation at Lac des Iles,"Open-pit, underground, concentrator","Porphyry sulfide, flotation-based",Pt,0.6780563,0.5330073349633252,mining,390877594.0631687,"Pt, usable ore",metal_economic
