metal,database,name,product,location,unit,description,categories,activity type,production amount,parameters,authors,data quality
aluminium,ecoinvent-3.10-cutoff,"aluminium production, primary, ingot","aluminium, primary, ingot",CA,kilogram,"The dataset represents the production of 1kg of primary aluminium ingot. Molten aluminium produced from the electrolytic process is tapped from reduction cells, weighed, sampled and analysed before it is poured into a holding furnace and heated to approximately 750°C using natural gas as a fuel. Alloying elements, such as magnesium, silicon and manganese, for additional strength, corrosion resistance and other properties, are added to the aluminium. It is typically at this point in the process that clean, sorted scrap can also be added but for the purposes of this dataset, scrap remelting is excluded. During furnace charging and preparation, aluminium dross (a thick liquid or solid phase) forms at the surface of molten aluminium. This mixture of aluminium oxides is remelted to recover the aluminium that would otherwise be lost. Metallurgical analysis verifies that the metal meets customer specifications before the molten, alloyed (or pure, unalloyed) aluminium is cast into products of specific dimensions, before being weighed, bundled and strapped ready for transport. Original dataset included some alloying elements.  These were replaced by liquid aluminium to generate a theoretical 100% aluminium ingot.
For more information on the process, please go to 
http://primary.world-aluminium.org/index.php?id=285
[This dataset is meant to replace the following datasets:Unable to replace dataset! Dataset not found by activity index entry id 'faf472ac-a83b-4d59-af57-a3f16dd5e4d9'.
 - aluminium production, primary, ingot, IAI Area, North America, without Quebec, 2012 - 2012 (0218e76b-670a-4cab-a012-344d28e4e85c)]",,ordinary transforming activity,1.0,[],"{'data entry': {'name': 'François Saunier', 'email': 'francois.saunier@polymtl.ca'}, 'data generator': {'name': 'François Saunier', 'email': 'francois.saunier@polymtl.ca'}}",
copper,ecoinvent-3.10-cutoff,primary zinc production from concentrate,copper cake,CA-QC,kilogram,"This dataset represents the production of high grade (SHG-Special High Grade) primary zinc by hydrometallurgical processes. Specific data were collected from the only producer in the Québec region, for the years 2011-2012.
Primary zinc is produced in the form of ingots and shot, respectively used as coating in steel work/die cast and for electroplating. About 25% of the produced zinc is in the form of an aluminium alloy.
The zinc concentrate, coming from all around the world (e.g. Canada (Québec and Ontario), Australia), is transported to the site by train or by ship and truck and mixed on site. The site is able to treate zinc concentrate contaminated with mercury and selenium but cannot recover silver and lead. Contrary to the GLO dataset, this dataset does not include waste contaning indium (""indium rich leaching residues, from zinc production"" by-product flow).
Geography:  This activity represents the production of primary zinc in the Québec region.
Technology:  Hydrometallurgical process
Sulphide concentrates are roasted first in fluidized bed roasters to produce zinc oxide (calcine) and sulphur dioxide. Roasting is an exothermic process and no additional fuel is used to sustain the reaction, the heat generated is recovered to produce steam. Calcine is then sent to the leaching step. Roaster gases are treated in hot electrostatics precipitators to remove dust. The remaining dust and volatile metals such as mercury and selenium are removed in the wet section of the acid plant through a cooling tour, a mist precipitator and a mercury tower (Boliden mercury removal processs). The sulphur dioxide is then converted to sulphuric acid in a conventional recovery system (converted and absorbing tower).
Leaching of the calcine is carried out in a number of successive stages using a gradually increasing strength of hot sulphuric acid. The initial stages dissolve the major part of the zinc oxide and the other stages dissolve the zinc ferrite (ZnO.Fe2O3) and convert iron into Jarosite (sodium Jarosite). Zinc sulfate (ZnSO4) entering the electrolysis stage produce electrolyte (H2SO4) that is returned to leaching plant. Other metals are also dissolved during the process and are removed after leaching. Iron is the major impurity, which is precipitated in the form of Jarosite.
Overall waste: The production of metals is related to the generation of several by-products, residues and wastes. Relatively large quantities of iron based solids, depending on the iron content, are generated by the leaching process (6.14E-1 kg Jarosite/kg zinc). Cement is added to the Jarosite to produce Jarofix (an inert waste). Solid residues also arise as the result of the liquid effluents treatment. The main waste stream is gypsum (CaSO4) and metal hydroxides that are produced at the wastewater neutralization plant. Mercury and selenium residues arise from the weak acid bleed treatment from the acid plant. Selenium can be recovered from these residues depending on the market demand for this metal.
Overall emissions: The emissions to air can either be stack emissions or fugitive emissions. Stack emissions are normally monitored continuously (SO2) or periodically (other emissions) and reported. The main emissions to air from zinc production are sulphur dioxide (SO2) and particulate matters including metals. Main emissions to water are metals and their compounds. The monitored metals are zinc, cadmium, lead, mercury, selenium, copper and arsenic.",,ordinary transforming activity,1.0,"[{'description': 'fraction, process water, to air', 'id': 'daadf2d4-7bbb-4f69-8ab5-58df4c1685eb', 'unit': 'dimensionless', 'comment': 'Estimation by data provider.', 'amount': 0.014, 'pedigree': {'reliability': 2, 'completeness': 1, 'temporal correlation': 1, 'geographical correlation': 1, 'further technological correlation': 1}, 'uncertainty type': 2, 'loc': -4.2687, 'scale': 0.20149441679609886, 'scale without pedigree': 0.2, 'name': 'fraction_PW_to_air'}, {'description': 'lifetime', 'id': '902d8a9c-c2b3-4b9e-855c-94bbe44f79db', 'unit': 'year', 'comment': 'Estimation by data provider. Lifetime of the site excluding the plant buildings and roads, includes the tailing pond, the wastewater treatment sludge pond and the Jarofix disposal site.', 'amount': 100.0, 'pedigree': {'reliability': 4, 'completeness': 1, 'temporal correlation': 1, 'geographical correlation': 1, 'further technological correlation': 1}, 'uncertainty type': 2, 'loc': 4.6052, 'scale': 0.5549774770204643, 'scale without pedigree': 0.5477225575051661, 'name': 'lifetime'}, {'description': 'surface site', 'id': 'dbe19451-4225-4f58-98f4-b7fb6b1da32c', 'unit': 'square meter', 'comment': 'Estimation by data provider. Surface area of the site excluding the plant buildings and roads, includes the tailing pond, the wastewater treatment sludge pond and the Jarofix disposal site.', 'amount': 1050000.0, 'pedigree': {'reliability': 4, 'completeness': 1, 'temporal correlation': 1, 'geographical correlation': 1, 'further technological correlation': 1}, 'uncertainty type': 2, 'loc': 13.8643, 'scale': 0.5549774770204643, 'scale without pedigree': 0.5477225575051661, 'name': 'surfaceSite'}]","{'data entry': {'name': 'Catherine Reid', 'email': 'catherine-2.reid@polymtl.ca'}, 'data generator': {'name': 'Catherine Reid', 'email': 'catherine-2.reid@polymtl.ca'}}",
gold,ecoinvent-3.10-cutoff,gold production,gold,CA,kilogram,"This dataset describes the production of 1 kg of gold. Data was taken from the environmental report of Placer Dome Inc. for the Campbell, Musselwhite and Porcupine Mines, which produce only gold.  Campbell and Musselwhite are underground mines, whereas Porcupine has underground and open pit mines. For the inventory, most by product and exchange amounts were calculated by adding the corresponding inputs or outputs of each mine, and then scaling them to the reference flow of 1 kg of gold. Since the mines have been sold in 2006 to Kinross Gold Corporation and Goldcorp Inc., no actual data is available. Both enterprises do not publish their environmental data. Therefore, data from 2002 is used to model the gold production in Canada.
[This dataset was already contained in the ecoinvent database version 2. It was not individually updated during the transfer to ecoinvent version 3. Life Cycle Impact Assessment results may still have changed, as they are affected by changes in the supply chain, i.e. in other datasets. This dataset was generated following the ecoinvent quality guidelines for version 2. It may have been subject to central changes described in the ecoinvent version 3 change report (http://www.ecoinvent.org/database/ecoinvent-version-3/reports-of-changes/), and the results of the central updates were reviewed extensively. The changes added e.g. consistent water flows and other information throughout the database. The documentation of this dataset can be found in the ecoinvent reports of version 2, which are still available via the ecoinvent website. The change report linked above covers all central changes that were made during the conversion process.]
Beneficiation, concentration and refinement of gold.
total requirements and emissions of the Campbell, Musselwhite and Porcupine Mines in 2002 as well as the total for Canada.
Geography:  Material requirements for gold concentration are estimated with Australian data, air emission are estimated with Swedish data.
Technology:  OPEN PIT MINING:
The ore is mined in four steps: drilling, blasting, loading and hauling. In the case of a surface mine, a pattern of holes is drilled in the pit and filled with explosives. The explosives are detonated in order to break up the ground so large shovels or front-end loaders can load it into haul trucks.
UNDERGROUND MINING:
Some ore bodies are more economically mined underground. In this case, a tunnel called an adit or a shaft is dug into the earth. Sort tunnels leading from the adit or shaft, called stopes, are dug to access the ore. The surface containing the ore, called a face, is drilled and loaded with explosives. Following blasting, the broken ore is loaded onto electric trucks and taken to the surface. Once mining is completed in a particular stope, it is backfilled with a cement compound. 
ORE AND WASTE HAULAGE:
The haul trucks transport the ore to various areas for processing. The grade and type of ore determine the processing method used. Higher-grade ores are taken to a mill. Lower grade ores are taken to leach pads. Some ores may be stockpiled for later processing.
BENEFICIATION:
In the Porcupine Mines, gold is recovered using a combination of gravity concentration, milling and cyanidation techniques. The milling process consists of primary crushing, secondary crushing, rod/ball mill grinding, gravity concentration, cyanide leaching, carbon-in-pulp gold recovery, stripping, electrowinning and refining. 
In the Campbell Mine, the ore from the mine, after crushing and grinding, is processed by gravity separation, flotation, pressure oxidation, cyanidation and carbon-in-pulp process followed by electro-winning and gold refining to doré on site.
The Musselwhite Mine uses gravity separation, carbon in pulp, electro¬winning and gold refining to doré on site.
REFINING:
Wohlwill electrolysis. It is assumed that the gold doré-bars from both mines undergo the treatment of Wohlwill electrolysis. This process uses an electrolyte containing 2.5 mol/l of HCl and 2 mol/l of HAuCl4 acid. Electrolysis is carried out with agitation at 65 – 75 °C. The raw gold is intro-duced as cast anode plates. The cathodes, on which the pure gold is deposited, were for many years made of fine gold of 0.25 mm thickness. These have now largely been replaced by sheet titanium or tantalum cathodes, from which the thick layer of fine gold can be peeled off. In a typical electrolysis cell, gold anodes weighing 12 kg and having dimensions 280×230×12 mm (0.138 m2 surface) are used. Opposite to them are conductively connected cathode plates, arranged by two or three on a support rail. One cell normally contains five or six cathode units and four or five anodes. The maximum cell voltage [V] is 1.5 V and the maximum anodic current density [A] 1500 A/m2. The South African Rand refinery gives a specific gold production rate of 0.2 kg per hour Wohlwill electrolysis. Assuming a current efficiency of 95% the energy consumption is [V] x [A] / 0.2 [kg/h] = 1.63 kWh per kg gold refined. No emissions are assumed because of the purity and the high value of the material processed. The resulting sludge contains the PGM present in the electric scrap and is sold for further processing.
WATER EMISSIONS:
Effluents are discharged into the ocean.
REFERENCES:
Newmont (2004) How gold is mined. Newmont. Retrieved from http://www.newmont.com/en/gold/howmined/index.asp
Renner H., Schlamp G., Hollmann D., Lüschow H. M., Rothaut J., Knödler A., Hecht C., Schlott M., Drieselmann R., Peter C. and Schiele R. (2002) Gold, Gold Alloys, and Gold Compounds. In:  Ullmann's Encyclopedia of Industrial Chemistry. Online version, posting date: September 15, 2000 Edition. Wiley-Interscience, Online-Version under: http://dx.doi.org/10.1002/14356007.a12_
499.
Auerswald D. A. and Radcliffe P. H. (2005) Process technology development at Rand Refinery. In: Minerals Engineering, 18(8), pp. 748-753, Online-Version under: http://dx.doi.org/10.1016/j.mineng.2005.03.011.
Time period:  Period of public environmental report",,ordinary transforming activity,1.0,"[{'description': 'fraction, process water, to air', 'id': 'daadf2d4-7bbb-4f69-8ab5-58df4c1685eb', 'unit': 'dimensionless', 'comment': 'Literature value. In case when no industry/process specific data are available, default evaporation fraction value is used. This value is 15% and is based on literature (Statistics Canada, 2007 & Shaffer, K.H., 2008, Consumptive water use in the Great Lakes Basin, USGS & Shiklomanov, 2003, World Water Resources at the Beginning of the 21st Century) and has been approved by an expert.', 'amount': 0.15, 'pedigree': {'reliability': 4, 'completeness': 4, 'temporal correlation': 3, 'geographical correlation': 2, 'further technological correlation': 4}, 'uncertainty type': 2, 'loc': -1.89711998488588, 'scale': 0.30335622624235026, 'scale without pedigree': 0.2, 'name': 'fraction_PW_to_air'}]","{'data entry': {'name': 'Matthias Tuchschmid (obsolete)', 'email': 'esu-services@ecoinvent.org'}, 'data generator': {'name': 'Matthias Tuchschmid (obsolete)', 'email': 'esu-services@ecoinvent.org'}}",
aluminium,ecoinvent-3.10-cutoff,"welding, arc, aluminium","welding, arc, aluminium",CA-QC,meter,"Based on rather rough estimates. Not to be used if welding is of importance in the system considered.
[This dataset was already contained in the ecoinvent database version 2. It was not individually updated during the transfer to ecoinvent version 3. Life Cycle Impact Assessment results may still have changed, as they are affected by changes in the supply chain, i.e. in other datasets. This dataset was generated following the ecoinvent quality guidelines for version 2. It may have been subject to central changes described in the ecoinvent version 3 change report (http://www.ecoinvent.org/database/ecoinvent-version-3/reports-of-changes/), and the results of the central updates were reviewed extensively. The changes added e.g. consistent water flows and other information throughout the database. The documentation of this dataset can be found in the ecoinvent reports of version 2, which are still available via the ecoinvent website. The change report linked above covers all central changes that were made during the conversion process.]
Child dataset exchanges identical to GLO dataset. Created to enable linking to regional markets (e.g. for electricity). Data quality indicators adjusted accordingly.
Geography:  Data-set is representive for Europe
Child dataset exchanges identical to GLO dataset. Created to enable linking to regional markets (e.g. for electricity). Data quality indicators adjusted accordingly.
Technology:  MIG Welding of aluminum with helium as protective gas.",,ordinary transforming activity,1.0,"[{'description': 'Quebec gross domestic product 2011', 'id': '4c4da3c9-0eac-460f-905f-635c077f18b0', 'unit': 'USD(2011)', 'comment': 'Quebec Gross domestic product for 2011, expressed in 2011 USD. Source: Institut de la statistique du Québec. Converted from CAD to USD using a yearly average exchange rate of 0.989 CAD/USD (Source: bank of Canada).', 'amount': 311000000000.0, 'pedigree': {'reliability': 1, 'completeness': 1, 'temporal correlation': 1, 'geographical correlation': 1, 'further technological correlation': 1}, 'uncertainty type': 2, 'loc': 26.46, 'scale': 0.02449489742783178, 'scale without pedigree': 0.02449489742783178, 'name': 'quebecGDP2011'}, {'description': 'world gross domestic product 2011', 'id': 'ec57464e-4c88-4983-a8d1-6f9566c63756', 'unit': 'USD(2011)', 'comment': 'World Gross domestic product for 2011, expressed in 2011 USD. Source:\xa0World Bank.', 'amount': 70000000000000.0, 'pedigree': {'reliability': 1, 'completeness': 1, 'temporal correlation': 1, 'geographical correlation': 1, 'further technological correlation': 1}, 'uncertainty type': 2, 'loc': 31.88, 'scale': 0.02449489742783178, 'scale without pedigree': 0.02449489742783178, 'name': 'worldGDP2011'}]","{'data entry': {'name': 'Pascal Lesage', 'email': 'pascal.lesage@polymtl.ca'}, 'data generator': {'name': 'Pascal Lesage', 'email': 'pascal.lesage@polymtl.ca'}}",
potash,ecoinvent-3.10-cutoff,"treatment of salt tailing from potash mine, residual material landfill",salt tailing from potash mine,CA,kilogram,"This dataset represents the activity of waste disposal of 'salt tailing from potash mine' in a residual material landfill (RMLF). Recommended use of this dataset: The waste are non-target salts and minerals separated during the mining and refining of potash (KCO3, KOH).  Inventoried waste consists of fraction: 100% salt tailings potash mining; .  Waste composition (wet, in ppmw): H2O na; O 98835; H na; C na; S 49521; N na; P na; B na; Cl 498570; Br na; F na; I na; Ag na; As na; Ba na; Cd na; Co na; Cr na; Cu na; Hg na; Mn na; Mo na; Ni na; Pb na; Sb na; Se na; Sn na; V na; Zn na; Be na; Sc na; Sr na; Ti na; Tl na; W na; Si na; Fe na; Ca 8241.3; Al na; K 6363.9; Mg 47830; Na 290630.  Share of carbon in initial waste input that is biogenic 61.4%. 
Geography:  This dataset represents a landfill site with mean annual temperature (MAT) of 6.5 degC, mean annual precipitation (MAP) of 920 mm/year, mean annual actual evaporation (EAT) of 326 mm/year, and net infiltration of 594 mm/year. Temperature at site can result in permafrost conditions, which slows down water flow by a factor of 0.998. The leachate percolating through the residual material landfill has an average residence time of 5.9 years.
Reference for climatic parameters:
World Bank, 2022. Average precipitation in depth (mm per year), World Bank Group Available at: https://data.worldbank.org/indicator/AG.LND.PRCP.MM?end=2019&start=2019
Environment Canada. Meteorological Service of Canada. Canadian Climate Normal Available at:https://climate.weather.gc.ca/climate_normals/index_e.html
Technology:  Residual material landfill for polluted, inorganic waste (VVEA Type C). With base seal and leachate collection system. Ultimate average landfill height is 10 meters. Operation phase duration is 30 years. Recultivation after closure. No additional solidification with cement requested. Based on average waste composition and climate data the end of carbonate phase in the residual material landfill is estimated to be reached after 60 000 years.",,ordinary transforming activity,-1.0,[],"{'data entry': {'name': 'Nikolia Stoikou', 'email': 'stoikou@ecoinvent.org'}, 'data generator': {'name': 'Nikolia Stoikou', 'email': 'stoikou@ecoinvent.org'}}",
copper,ecoinvent-3.10-cutoff,"selective coating, copper sheet, sputtering","selective coat, copper sheet, sputter deposition",CA-QC,square meter,"Inventory for selective coatings of solar absorbers.
[This dataset was already contained in the ecoinvent database version 2. It was not individually updated during the transfer to ecoinvent version 3. Life Cycle Impact Assessment results may still have changed, as they are affected by changes in the supply chain, i.e. in other datasets. This dataset was generated following the ecoinvent quality guidelines for version 2. It may have been subject to central changes described in the ecoinvent version 3 change report (http://www.ecoinvent.org/database/ecoinvent-version-3/reports-of-changes/), and the results of the central updates were reviewed extensively. The changes added e.g. consistent water flows and other information throughout the database. The documentation of this dataset can be found in the ecoinvent reports of version 2, which are still available via the ecoinvent website. The change report linked above covers all central changes that were made during the conversion process.]
Child dataset exchanges identical to GLO dataset. Created to enable linking to regional markets (e.g. for electricity). Data quality indicators adjusted accordingly.
Geography:  Production plant in DE. No data for SE.
Child dataset exchanges identical to GLO dataset. Created to enable linking to regional markets (e.g. for electricity). Data quality indicators adjusted accordingly.
Technology:  Sputtering of chromium and tin
Time period:  Environmental report.",,ordinary transforming activity,1.0,"[{'description': 'Quebec gross domestic product 2011', 'id': '4c4da3c9-0eac-460f-905f-635c077f18b0', 'unit': 'USD(2011)', 'comment': 'Quebec Gross domestic product for 2011, expressed in 2011 USD. Source: Institut de la statistique du Québec. Converted from CAD to USD using a yearly average exchange rate of 0.989 CAD/USD (Source: bank of Canada).', 'amount': 311000000000.0, 'pedigree': {'reliability': 1, 'completeness': 1, 'temporal correlation': 1, 'geographical correlation': 1, 'further technological correlation': 1}, 'uncertainty type': 2, 'loc': 26.46, 'scale': 0.02449489742783178, 'scale without pedigree': 0.02449489742783178, 'name': 'quebecGDP2011'}, {'description': 'world gross domestic product 2011', 'id': 'ec57464e-4c88-4983-a8d1-6f9566c63756', 'unit': 'USD(2011)', 'comment': 'World Gross domestic product for 2011, expressed in 2011 USD. Source:\xa0World Bank.', 'amount': 70000000000000.0, 'pedigree': {'reliability': 1, 'completeness': 1, 'temporal correlation': 1, 'geographical correlation': 1, 'further technological correlation': 1}, 'uncertainty type': 2, 'loc': 31.88, 'scale': 0.02449489742783178, 'scale without pedigree': 0.02449489742783178, 'name': 'worldGDP2011'}]","{'data entry': {'name': 'Pascal Lesage', 'email': 'pascal.lesage@polymtl.ca'}, 'data generator': {'name': 'Pascal Lesage', 'email': 'pascal.lesage@polymtl.ca'}}",
copper,ecoinvent-3.10-cutoff,"selective coating, copper sheet, black chrome","selective coat, copper sheet, black chrome",CA-QC,square meter,"Inventory for selective coatings of solar absorbers. For black chrome and black nickel the solar absorbance is a=0.91~0.98 and thermal emittance is e=0.06~0.14.
[This dataset was already contained in the ecoinvent database version 2. It was not individually updated during the transfer to ecoinvent version 3. Life Cycle Impact Assessment results may still have changed, as they are affected by changes in the supply chain, i.e. in other datasets. This dataset was generated following the ecoinvent quality guidelines for version 2. It may have been subject to central changes described in the ecoinvent version 3 change report (http://www.ecoinvent.org/database/ecoinvent-version-3/reports-of-changes/), and the results of the central updates were reviewed extensively. The changes added e.g. consistent water flows and other information throughout the database. The documentation of this dataset can be found in the ecoinvent reports of version 2, which are still available via the ecoinvent website. The change report linked above covers all central changes that were made during the conversion process.]
Child dataset exchanges identical to GLO dataset. Created to enable linking to regional markets (e.g. for electricity). Data quality indicators adjusted accordingly.
Geography:  Production plants data for US, DK. No data for Gibo-Solar PL (DE).
Child dataset exchanges identical to GLO dataset. Created to enable linking to regional markets (e.g. for electricity). Data quality indicators adjusted accordingly.
Technology:  Black chrome coating with nickel underlay. Alkaline cleaning of copper to remove any oils on the surface. Neutralizing with the acid to remove any oxidation. Plating nickel on copper. Plating black chrome on the nickel plated copper. Wash and dry.
Time period:  Data for the production in these years.",,ordinary transforming activity,1.0,"[{'description': 'Quebec gross domestic product 2011', 'id': '4c4da3c9-0eac-460f-905f-635c077f18b0', 'unit': 'USD(2011)', 'comment': 'Quebec Gross domestic product for 2011, expressed in 2011 USD. Source: Institut de la statistique du Québec. Converted from CAD to USD using a yearly average exchange rate of 0.989 CAD/USD (Source: bank of Canada).\nQuebec Gross domestic product for 2011, expressed in 2011 USD. Source: Institut de la statistique du Québec. Converted from CAD to USD using a yearly average exchange rate of 0.989 CAD/USD (Source: bank of Canada).', 'amount': 311000000000.0, 'pedigree': {'reliability': 1, 'completeness': 1, 'temporal correlation': 1, 'geographical correlation': 1, 'further technological correlation': 1}, 'uncertainty type': 2, 'loc': 26.46, 'scale': 0.02449489742783178, 'scale without pedigree': 0.02449489742783178, 'name': 'quebecGDP2011'}, {'description': 'world gross domestic product 2011', 'id': 'ec57464e-4c88-4983-a8d1-6f9566c63756', 'unit': 'USD(2011)', 'comment': 'World Gross domestic product for 2011, expressed in 2011 USD. Source:\xa0World Bank.', 'amount': 70000000000000.0, 'pedigree': {'reliability': 1, 'completeness': 1, 'temporal correlation': 1, 'geographical correlation': 1, 'further technological correlation': 1}, 'uncertainty type': 2, 'loc': 31.88, 'scale': 0.02449489742783178, 'scale without pedigree': 0.02449489742783178, 'name': 'worldGDP2011'}]","{'data entry': {'name': 'Pascal Lesage', 'email': 'pascal.lesage@polymtl.ca'}, 'data generator': {'name': 'Pascal Lesage', 'email': 'pascal.lesage@polymtl.ca'}}",
copper,ecoinvent-3.10-cutoff,"copper mine operation and beneficiation, sulfide ore","copper concentrate, sulfide ore",CA,kilogram,"""For the mining and beneficiation of copper sulfide ores in Canada.
Background: Metals are produced as part of a complex, highly interconnected and interdependent system, with many desirable but scarce/critical metals recovered as by-products during the production of one or more ‘host’ metal(s). Copper is one of the world’s major mineral commodities and is mined from heterogeneous sulfide or oxide mineral deposits in countries worldwide. Copper sulfide deposits, such as those of the porphyry or massive sulphide type, contain numerous other valuable minerals, which are desirable to society. Copper is mined & beneficiated to produce a copper sulfide concentrate, as well as other by-product concentrates (e.g. molybdenite), which are sold to smelters. Copper sulfide concentrates are smelted to produce the intermediate product, copper anode. This is then sold to refineries, where it is electrorefined to produce copper cathode, which is sold to fabricators. The by-product of copper electrorefining is anode slime, which contains various important by-product metals (principally gold, silver, selenium & tellurium) and is sold to precious metal recovery plants for further processing to recover the valuable metals. 
Modelling approach: This dataset was created using the life cycle inventory process model described by Classen et al. (2009) and used to generate datasets for ecoinvent v2.1. Typical average ore grades are estimated for each region based on data from Northey et al. (2014), while values for several other key input parameters have been updated since the release of the v2.1 dataset. These include (non-exclusively) the production volumes, beneficiation efficiency (i.e. yield), concentrate grades, anode slime composition (a product of the downstream copper electrorefining processing but that has a direct influence on the properties of exchanges in this dataset), and water outputs. Further information on these changes is provided in the Sampling Procedure comment, as well as the accompanying documentation (see Turner & Hischier, 2020). 
References:
Classen, M., Althaus, H.-J., Blaser, S., Scharnhost, W., Tuchschmid, M., Jungbluth, N., & Emmenegger, M. F. (2009). Life cycle inventories of metals. Final report, ecoinvent data v2.1, No. 10. Dübendorf, Switzerland.
Northey, S., Mohr, S., Mudd, G. M., Weng, Z., & Giurco, D. (2014). Modelling future copper ore grade decline based on a detailed assessment of copper resources and mining. Resources Conservation and Recycling, 83, 190-201.
Turner, D. A. & Hischier, R. (2020). Life cycle inventories of pyrometallurgical copper production and anode slime processing. Empa, St. Gallen, Switzerland.""
Geography:  This dataset is valid for the whole corresponding region. Some agents used, such as lime and sodium cynaide, originate from datasets value for Switzerland or Europe. Processes such as blasting originate from datasets value for Switzerland or Europe. Exchanges amounts calculated based on country-specific average ore grade (as reported in Northey et al. 2014).
References:
Northey, S., Mohr, S., Mudd, G. M., Weng, Z., & Giurco, D. (2014). Modelling future copper ore grade decline based on a detailed assessment of copper resources and mining. Resources Conservation and Recycling, 83, 190-201.
Technology:  Based on typical current technology. Mining is done 70% open pit and 30% underground, followed by joint beneficiation of copper and molybdenite trough flotation, where considerable amounts of agents are added. Overburden is disposed separate to sulfidic tailings near the mining site. No dewatering (or other pre-treatment) of the tailings of is assumed as this is considered a treatment activity that occurs only at selective sites and is therefore modelled separately.
Time period:  Production volumes are representative of the situation in 2015 but are considered valid until the end of 2019. Data sources for the inventory model have not been updated since v2.1 (see Classen et al. 2009), but important model parameters that determine input data to the model have been updated to be consistent with the current situation.
References
Classen, M., Althaus, H.-J., Blaser, S., Scharnhost, W., Tuchschmid, M., Jungbluth, N., & Emmenegger, M. F. (2009). Life cycle inventories of metals. Final report, ecoinvent data v2.1, No. 10. Dübendorf, Switzerland.",,ordinary transforming activity,1.0,[],"{'data entry': {'name': 'David Turner', 'email': 'turner@ecoinvent.org'}, 'data generator': {'name': 'David Turner', 'email': 'turner@ecoinvent.org'}}",
gold,ecoinvent-3.10-cutoff,gold-silver mine operation with refinery,silver,CA-QC,kilogram,"This dataset describes the production of gold and silver in Quebec (Canada) in 2012. This includes the operations at the mining site located in Quebec, i.e. mining, benefication and a first refining, which leads to the production of doré bars, containing gold, silver and impurities. 
Specific data were collected from 3 mines that produced doré bars in Quebec. These mines represent about 98% of Quebec gold production and about 95% of Quebec silver production from combined gold-silver mines. Share is estimated as the production statistics for 2012-2013 are not published yet and considers gold-silver mines only (not gold and silver coming from other mines). One mine is an open-pit mine and the two others are underground. A weighted average of 839 tonnes of ore is extracted per kg of gold produce. The recovery rate of gold is known for two of the mines (89% and 91%) and the recovery rate of silver known for only one mine (76%). 
Note that the mine infrastructure are extrapolated from gold-silver mine operation with refinery, GLO dataset, where the modelled mines are open pit. This is not representative of the Quebec situation where two of the three modelled mine are underground. Thus a mine infrastrucuture, gold and silver, Québec will eventually be created in order to reflect the Québec specificity. 
In order to create a dataset with gold and silver as outputs (to comply with the boundaries of the GLO dataset), a very simplified modeling of the refining of the doré bars to produce gold and silver has been added to this dataset although it is done in Ontario (Canada) : electricity use is extrapolated from gold-silver mine operation with refinery, PE and PG datasets and infrastructure extrapolated from gold-silver mine operation with refinery, GLO dataset. 
It is assume that the refining efficency is 100% (i.e. no loss of gold).
Geography:  Inputs and outputs for mining, benefication and a first refining relate to Quebec production. Inputs for doré bar refining, which is done in Ontario, are extrapolated from dataset gold-silver mine operation with refinery (PG, CL, SE).
Technology:  One of the modelled mine is an open-pit mine and the two others are underground.
Time period:  Collected data for Quebec industry for the years 2012 and 2013 : two mines provided 2012 data and one mine provided 2013 data (partly extrapolated as the year was not yet completed). ",,ordinary transforming activity,1.0,"[{'description': 'annual production Quebec', 'id': '87e3a578-9c73-4a7a-b9a0-f9c1d0696af8', 'unit': 'kilogram', 'amount': 0.0, 'uncertainty type': 0, 'loc': 0.0, 'name': 'annualProductionQuebec'}]","{'data entry': {'name': 'Catherine Reid', 'email': 'catherine-2.reid@polymtl.ca'}, 'data generator': {'name': 'Catherine Reid', 'email': 'catherine-2.reid@polymtl.ca'}}",
aluminium,ecoinvent-3.10-cutoff,"anode production, prebake, for aluminium electrolysis","anode, prebake, for aluminium electrolysis",CA,kilogram,"Industry average of prebake anodes for use in the Hall-Héroult process using prebake technology.
[This dataset is meant to replace the following datasets:Unable to replace dataset! Dataset not found by activity index entry id 'ff8d249e-0823-4d1c-9ec6-e515314ab7c0'.]
[This dataset is meant to replace the following datasets:
 - anode production, prebake, for aluminium electrolysis, RNA, 2015 - 2015 (f93b3a7f-be6f-4f5b-b6be-5b9ab744fc88)]
Geography:  Data mostly from global surveys by IAI.",,ordinary transforming activity,1.0,[],"{'data entry': {'name': 'François Saunier', 'email': 'francois.saunier@polymtl.ca'}, 'data generator': {'name': 'François Saunier', 'email': 'francois.saunier@polymtl.ca'}}",
