metal,database,name,product,location,unit,description,categories,activity type,production amount,parameters,authors,data quality
gold,ecoinvent-3.10-cutoff,gold mine operation and refining,gold,SE,kilogram,"This dataset was created by merging two separate multi-output datasets from ecoinvent database v2; ""mining, gold-silver-zinc-lead-copper deposit"" and ""refining, copper-zinc-lead-gold-silver, in smelter"".
This dataset describes the joint production of gold, silver, copper, lead and zinc. Both mining and refining are included in this activity. The data on mining corresponds to Swedish mines Aitik, Boliden and Garpenberg, which produce gold, silver and other metals. Data quality for emissions into air / water, as well as disposal of tailings, is low. Regarding the refining; gold and silver are supposed to be treated in the PGM plant in Rönnskär, whereas the other metals are supposed to undergo other treatments. A high share of the production is recycled metal, e.g. 74% for gold.
Geography:  Energy use and emissions during the mining are from Swedish mines. Material requirements during refinery for gold and silver are estimated with Australian data, cyanide consumption is estimated with US-Data.
Technology:  OPEN PIT MINING:
The ore is mined in four steps: drilling, blasting, loading and hauling. In the case of a surface mine, a pattern of holes is drilled in the pit and filled with explosives. The explosives are detonated in order to break up the ground so large shovels or front-end loaders can load it into haul trucks.
ORE AND WASTE HAULAGE:
The haul trucks transport the ore to various areas for processing. The grade and type of ore determine the processing method used. Higher-grade ores are taken to a mill. Lower grade ores are taken to leach pads. Some ores may be stockpiled for later processing.
HEAP LEACHING:
The ore is crushed or placed directly on lined leach pads where a dilute cyanide solution is applied to the surface of the heap. The solution percolates down through the ore, where it leaches the gold and flows to a central collection location. The solution is recovered in this closed system. The pregnant leach solution is fed to electrowinning cells and undergoes the same steps as described below from Electro-winning.
ORE PROCESSING:
Milling: The ore is fed into a series of grinding mills where steel balls grind the ore to a fine slurry or powder.
Oxidization and leaching: Some types of ore require further processing before gold is recovered. In this case, the slurry is pressure-oxidized in an autoclave before going to the leaching tanks or a dry powder is fed through a roaster in which it is oxidized using heat before being sent to the leaching tanks as a slurry. The slurry is thickened and runs through a series of leaching tanks. The gold in the slurry adheres to carbon in the tanks.
Stripping: The carbon is then moved into a stripping vessel where the gold is removed from the carbon by pumping a hot caustic solution through the carbon. The carbon is later recycled.
Electro-winning: The gold-bearing solution is pumped through electro-winning cells or through a zinc precipitation circuit where the gold is recovered from the solution.
Smelting: The gold is then melted in a furnace at about 1’064°C and poured into moulds, creating doré bars. Doré bars are unrefined gold bullion bars containing between 60% and 95% gold.
References:
Newmont (2004) How gold is mined. Newmont. Retrieved from http://www.newmont.com/en/gold/howmined/index.asp
Time period:  Period of public environmental report",,ordinary transforming activity,1.0,"[{'description': 'fraction_PW_to_air', 'id': '03aa6275-c0cd-43cf-894c-b062f8a2baa6', 'unit': 'dimensionless', 'comment': 'Literature value. In case when no industry/process specific data are available, default evaporation fraction value is used. This value is 15% and is based on literature (Statistics Canada, 2007 & Shaffer, K.H., 2008, Consumptive water use in the Great Lakes Basin, USGS & Shiklomanov, 2003, World Water Resources at the Beginning of the 21st Century) and has been approved by an expert.', 'amount': 0.15, 'uncertainty type': 0, 'loc': 0.15, 'name': 'fraction_PW_to_air'}, {'description': 'fraction_TW_to_air', 'id': 'bed45657-1efd-4ddb-bbe3-952e8f626a05', 'unit': 'dimensionless', 'comment': 'Calculated value. See comment in the other parametres present in this dataset. Tap water is considered to be always used as process water, thus process water fractions to air are applied to all tap water input flows to calculate the amount of water consumed in the processes.', 'amount': 0.15, 'uncertainty type': 0, 'loc': 0.15, 'name': 'fraction_TW_to_air'}]","{'data entry': {'name': 'Matthias Tuchschmid (obsolete)', 'email': 'esu-services@ecoinvent.org'}, 'data generator': {'name': 'Mireille Faist Emmenegger (obsolete)', 'email': 'esu-services@ecoinvent.org'}}",
uranium,ecoinvent-3.10-cutoff,"market for uranium, enriched 4.0%, per separative work unit","uranium, enriched 4.0%, per separative work unit",GLO,unit,"This is a market activity. Each market represents the consumption mix of a product in a given geography, connecting suppliers with consumers of the same product in the same geographical area. Markets group the producers and also the imports of the product (if relevant) within the same geographical area. They also account for transport to the consumer and for the losses during that process, when relevant.
This is the market for  'uranium, enriched 4.0%, per separative work unit', in the Global geography.
This product is generally considered to be used at the production site.  Therefore, the market does not contain any transport.
The product ""uranium, enriched 4.0%, per separative work unit"" represents a fuel. Uranium enrichment can be obtained through the centrifuge or diffusion process. The factor for the infrastructure requirement is calculated with annual throughput of 1500 t SWU for 30 years operation. The reference product is per separative work unit (SWU). There exist datasets for five different enrichment grades: 3.0%, 3.8%, 3.9%, 4.2% and 4.0%.",,market activity,1.0,[],"{'data entry': {'name': 'Guillaume Bourgault', 'email': 'bourgault@ecoinvent.org'}, 'data generator': {'name': '[System]', 'email': 'support@ecoinvent.org'}}",
aluminium,ecoinvent-3.10-cutoff,"electricity production, hydro, aluminium industry","electricity, high voltage, aluminium industry",CA,kilowatt hour,"Geography:  Canada
Time period:  Production volume updated with 2016 data from AAC",,ordinary transforming activity,1.0,"[{'description': 'share of pump storage BC', 'id': '8fe7a8a8-34e6-4ed9-9624-6a1f44830b83', 'comment': 'Calculated amount (see general comments).', 'amount': 8.658e-07, 'pedigree': {'reliability': 3, 'completeness': 1, 'temporal correlation': 1, 'geographical correlation': 1, 'further technological correlation': 2}, 'uncertainty type': 2, 'loc': -13.96, 'scale': 0.0565685424949238, 'scale without pedigree': 0.02449489742783178, 'name': 'PS_BC'}, {'description': 'share of reservoir BC', 'id': 'c0a71bb1-58f4-470d-8911-c896a5b957f2', 'comment': 'Calculated amount (see general comments).', 'amount': 0.06044, 'pedigree': {'reliability': 3, 'completeness': 1, 'temporal correlation': 1, 'geographical correlation': 1, 'further technological correlation': 2}, 'uncertainty type': 2, 'loc': -2.806, 'scale': 0.0565685424949238, 'scale without pedigree': 0.02449489742783178, 'name': 'ResA_BC'}, {'description': 'share of reservoir Quebec', 'id': '0b215b13-0e53-4607-b389-48013ca320c4', 'comment': 'Calculated amount (see general comments).', 'amount': 0.5899, 'pedigree': {'reliability': 3, 'completeness': 1, 'temporal correlation': 1, 'geographical correlation': 1, 'further technological correlation': 2}, 'uncertainty type': 2, 'loc': -0.5278, 'scale': 0.0565685424949238, 'scale without pedigree': 0.02449489742783178, 'name': 'ResNA_QC'}, {'description': 'share of run of river BC', 'id': 'c3f52d8d-8421-4f9b-b52e-a12b8ad97334', 'comment': 'Calculated amount (see general comments).', 'amount': 0.003181, 'pedigree': {'reliability': 3, 'completeness': 1, 'temporal correlation': 1, 'geographical correlation': 1, 'further technological correlation': 2}, 'uncertainty type': 2, 'loc': -5.751, 'scale': 0.0565685424949238, 'scale without pedigree': 0.02449489742783178, 'name': 'RoR_BC'}, {'description': 'share of run of river Quebec', 'id': '9a3f118e-002e-4f53-8cca-c10362b12a2d', 'comment': 'Calculated amount (see general comments).', 'amount': 0.3465, 'pedigree': {'reliability': 3, 'completeness': 1, 'temporal correlation': 1, 'geographical correlation': 1, 'further technological correlation': 2}, 'uncertainty type': 2, 'loc': -1.06, 'scale': 0.0565685424949238, 'scale without pedigree': 0.02449489742783178, 'name': 'RoR_QC'}]","{'data entry': {'name': 'François Saunier', 'email': 'francois.saunier@polymtl.ca'}, 'data generator': {'name': 'François Saunier', 'email': 'francois.saunier@polymtl.ca'}}",
copper,ecoinvent-3.10-cutoff,"market for sulfidic tailings, from copper mine operation","sulfidic tailings, from copper mine operation",ZM,kilogram,"This is a market activity, representing a treatment mix. In the case of products needing treatment, market mixes are supplied by the activities treating the product in the geography defined by the market, and they supply the activities needing to treat the product, as they have generated it as a by-product in the Undefined processes (present as a negative input in system models). Transport to the treating facility or losses are also accounted in this type of markets, when relevant.
This is the market for  'sulfidic tailings, from copper mine operation', in the geography of Zambia.
This dataset represents the conveyance of 1 kg of sulfidic tailings generated in a copper mine, from the location in the mine where they are produced to the tailings impoundment.",,market activity,-1.0,[],"{'data entry': {'name': 'David FitzGerald', 'email': 'fitzgerald@ecoinvent.org'}, 'data generator': {'name': 'David FitzGerald', 'email': 'fitzgerald@ecoinvent.org'}}",
copper,ecoinvent-3.10-cutoff,"selective coating, copper sheet, black majic","selective coat, copper sheet, black majic",US,square meter,"Inventory for selective coatings of solar absorbers.
[This dataset was already contained in the ecoinvent database version 2. It was not individually updated during the transfer to ecoinvent version 3. Life Cycle Impact Assessment results may still have changed, as they are affected by changes in the supply chain, i.e. in other datasets. This dataset was generated following the ecoinvent quality guidelines for version 2. It may have been subject to central changes described in the ecoinvent version 3 change report (http://www.ecoinvent.org/database/ecoinvent-version-3/reports-of-changes/), and the results of the central updates were reviewed extensively. The changes added e.g. consistent water flows and other information throughout the database. The documentation of this dataset can be found in the ecoinvent reports of version 2, which are still available via the ecoinvent website. The change report linked above covers all central changes that were made during the conversion process.]
Geography:  Production plant data for US.
Technology:  Black Majic crystal coating with nickel underlay.
Time period:  Date of information.",,ordinary transforming activity,1.0,"[{'description': 'fraction, process water, to air', 'id': 'daadf2d4-7bbb-4f69-8ab5-58df4c1685eb', 'unit': 'dimensionless', 'comment': 'Literature value. In case when no industry/process specific data are available, default evaporation fraction value is used. This value is 15% and is based on literature (Statistics Canada, 2007 & Shaffer, K.H., 2008, Consumptive water use in the Great Lakes Basin, USGS & Shiklomanov, 2003, World Water Resources at the Beginning of the 21st Century) and has been approved by an expert.', 'amount': 0.15, 'pedigree': {'reliability': 4, 'completeness': 4, 'temporal correlation': 3, 'geographical correlation': 2, 'further technological correlation': 4}, 'uncertainty type': 2, 'loc': -1.9, 'scale': 0.30335622624235026, 'scale without pedigree': 0.2, 'name': 'fraction_PW_to_air'}, {'description': 'fraction, tap water, to air', 'id': '148c8010-cc60-48cd-9b40-fc7278e377f7', 'unit': 'dimensionless', 'comment': 'Calculated value. See comment in the other parametres present in this dataset. Tap water is considered to be always used as process water, thus process water fractions to air are applied to all tap water input flows to calculate the amount of water consumed in the processes.', 'amount': 0.15, 'pedigree': {'reliability': 4, 'completeness': 4, 'temporal correlation': 3, 'geographical correlation': 2, 'further technological correlation': 4}, 'uncertainty type': 2, 'loc': -1.9, 'scale': 0.30335622624235026, 'scale without pedigree': 0.2, 'name': 'fraction_TW_to_air'}]","{'data entry': {'name': 'Niels Jungbluth', 'email': 'ecoinvent@esu-services.ch'}, 'data generator': {'name': 'Niels Jungbluth', 'email': 'ecoinvent@esu-services.ch'}}",
copper,ecoinvent-3.10-cutoff,"copper mine operation and beneficiation, sulfide ore","copper concentrate, sulfide ore",ID,kilogram,"""For the mining and beneficiation of copper sulfide ores in Indonesia.
Background: Metals are produced as part of a complex, highly interconnected and interdependent system, with many desirable but scarce/critical metals recovered as by-products during the production of one or more ‘host’ metal(s). Copper is one of the world’s major mineral commodities and is mined from heterogeneous sulfide or oxide mineral deposits in countries worldwide. Copper sulfide deposits, such as those of the porphyry or massive sulphide type, contain numerous other valuable minerals, which are desirable to society. Copper is mined & beneficiated to produce a copper sulfide concentrate, as well as other by-product concentrates (e.g. molybdenite), which are sold to smelters. Copper sulfide concentrates are smelted to produce the intermediate product, copper anode. This is then sold to refineries, where it is electrorefined to produce copper cathode, which is sold to fabricators. The by-product of copper electrorefining is anode slime, which contains various important by-product metals (principally gold, silver, selenium & tellurium) and is sold to precious metal recovery plants for further processing to recover the valuable metals. 
Modelling approach: This dataset was created using the life cycle inventory process model described by Classen et al. (2009) and used to generate datasets for ecoinvent v2.1. Typical average ore grades are estimated for each region based on data from Northey et al. (2014), while values for several other key input parameters have been updated since the release of the v2.1 dataset. These include (non-exclusively) the production volumes, beneficiation efficiency (i.e. yield), concentrate grades, anode slime composition (a product of the downstream copper electrorefining processing but that has a direct influence on the properties of exchanges in this dataset), and water outputs. Further information on these changes is provided in the Sampling Procedure comment, as well as the accompanying documentation (see Turner & Hischier, 2020). 
References:
Classen, M., Althaus, H.-J., Blaser, S., Scharnhost, W., Tuchschmid, M., Jungbluth, N., & Emmenegger, M. F. (2009). Life cycle inventories of metals. Final report, ecoinvent data v2.1, No. 10. Dübendorf, Switzerland.
Northey, S., Mohr, S., Mudd, G. M., Weng, Z., & Giurco, D. (2014). Modelling future copper ore grade decline based on a detailed assessment of copper resources and mining. Resources Conservation and Recycling, 83, 190-201.
Turner, D. A. & Hischier, R. (2020). Life cycle inventories of pyrometallurgical copper production and anode slime processing. Empa, St. Gallen, Switzerland.""
Geography:  This dataset is valid for the whole corresponding region. Some agents used, such as lime and sodium cynaide, originate from datasets value for Switzerland or Europe. Processes such as blasting originate from datasets value for Switzerland or Europe. Exchanges amounts calculated based on country-specific average ore grade (as reported in Northey et al. 2014).
References:
Northey, S., Mohr, S., Mudd, G. M., Weng, Z., & Giurco, D. (2014). Modelling future copper ore grade decline based on a detailed assessment of copper resources and mining. Resources Conservation and Recycling, 83, 190-201.
Technology:  Based on typical current technology. Mining is done 70% open pit and 30% underground, followed by joint beneficiation of copper and molybdenite trough flotation, where considerable amounts of agents are added. Overburden is disposed separate to sulfidic tailings near the mining site. No dewatering (or other pre-treatment) of the tailings of is assumed as this is considered a treatment activity that occurs only at selective sites and is therefore modelled separately.
Time period:  Production volumes are representative of the situation in 2015 but are considered valid until the end of 2019. Data sources for the inventory model have not been updated since v2.1 (see Classen et al. 2009), but important model parameters that determine input data to the model have been updated to be consistent with the current situation.
References
Classen, M., Althaus, H.-J., Blaser, S., Scharnhost, W., Tuchschmid, M., Jungbluth, N., & Emmenegger, M. F. (2009). Life cycle inventories of metals. Final report, ecoinvent data v2.1, No. 10. Dübendorf, Switzerland.",,ordinary transforming activity,1.0,[],"{'data entry': {'name': 'David Turner', 'email': 'turner@ecoinvent.org'}, 'data generator': {'name': 'David Turner', 'email': 'turner@ecoinvent.org'}}",
aluminium,ecoinvent-3.10-cutoff,"treatment of sewage sludge, 97% water, WWT-SLF, waste aluminium, landfarming","organic nitrogen fertiliser, as N",CH,kilogram,"The process represents the treatment of landfarming of a waste (sewage sludge) that is exclusively generated in another waste treatment. Sewage sludge with 97% water is generated during wastewater treatement (WWT) of leachate from the sanitary landfilling (SLF) of 'waste aluminium' . Recommended use of this dataset: to be used within the specific chain of treatments for 'waste aluminium'. Share of biogenic carbon in the sludge: 0%.
Geography:  The site has mean annual temperature (MAT) of 9.5 degC, mean annual precipitation (MAP) of 1483.00559816076 mm/year, mean annual actual evaporation (EAT) of 528.63778611689 mm/year. Climate will influence the local fate emissions based on the elemental composition of the sludge as well as water evaporation to air (= consumptive water use).
References: 
UN data, 2020. Precipitation, Environment Statistics Database, United Nations Statistics Division Available at: http://data.un.org/Data.aspx?q=precipitation&d=ENV&f=variableID%3a6;
World Bank, 2022. Surface area (sq.km), World Bank Group Available at: https://data.worldbank.org/indicator/AG.SRF.TOTL.K2;
MeteoSwiss, 2022. Data on Swiss temperature mean, Federal Department of Home Affairs FDHA. Federal Office of Meteorology and Climatology. Swiss Climate Available at: https://www.MeteoSwiss.admin.ch/home/climate/swiss-climate-in-detail/Swiss-temperature-mean/Data-on-the-Swiss-temperature-mean.html?query=TEMPERATURE+DATA&topic=/content/MeteoSwiss/tags/topics/klima&pageIndex=0&tab=search_tab;
Doka G.,2021. A model for composition-specific life cycle inventories of regionalised wastewater fates, Zurich, Switzerland. http://www.doka.ch/publications.htm
Technology:  Landfarming is the process of spreading a substrate on agricultural soil. Sewage sludge is generated in the leachate treatment generated from sanitary landfilling of 'waste aluminium'. Spreading of liquid sewage sludge (97w% water content) on agricultural fields with mobile vacuum tanker.",,ordinary transforming activity,1.0,[],"{'data entry': {'name': 'Nikolia Stoikou', 'email': 'stoikou@ecoinvent.org'}, 'data generator': {'name': 'Nikolia Stoikou', 'email': 'stoikou@ecoinvent.org'}}",
copper,ecoinvent-3.10-cutoff,"treatment of sulfidic tailings, from copper mine operation, tailings impoundment","sulfidic tailings, from copper mine operation",RoW,kilogram,"This dataset represents the activity of waste disposal of sulfidic tailings, from copper mine operation in a tailings impoundment. 
Background: Tailings, a waste material produced during mineral concentration (beneficiation), often contain significant quantities of mobile toxic metals and are typically produced in large quantities. To manage these wastes, tailings are commonly stored behind dammed impoundments, known as tailings ponds. These ponds pose a significant long-term pollution risk as metals may leach out into the surrounding environment, potentially over very long timeframes.
Modelling approach: This dataset was produced using a model developed specifically for assessing the long-term emissions of tailings disposal (see Doka, 2017). The tailings disposal model is based on the modelling framework applied in existing landfill process models used in ecoinvent and is based on a top-down approach. Literature data on measurements of deposited tailings compositions (solids) and measured current concentrations in leachate (liquid) form the basis of the model and are used to characterise pollutant mobility and calculate the currently occurring rate of emissions of the landfill. Heeding chief parameters, such as hydrology, pH development and elemental chemistry, these emissions are then projected into the future. Tailings composition is based on the typical composition of tailings at copper mine sites worldwide; i.e. composition is not region-specific. Land use was calculated following the approach described by Doka (2008). Based on an assumed generic final height of a tailings impoundment of 60 m and an assumed tailings density of 2200 kg/m3, a land area of 7.58E-06 m2 is required per kilogram of sulfidic tailings. The land is assumed to be converted from unknown origin to a disposal site. After an operational phase of 30 years, spontaneous restoration of a consolidated state is assumed to be reached after one hundred years. The total occupation time is therefore 130 years and the land occupation per kilogram tailings is 9.85E-04 m2.
Waste composition (wet, in ppm): H2O 300000; O 622290; H na; C 6145; S 289.86; N 5.0454; P 212.27; B 54.583; Cl 102.61; Br 0.22894; F 772.88; I na; Ag 8.304; As 46.473; Ba 335.12; Cd 3.6523; Co 13.907; Cr 60.142; Cu 876.83; Hg 0.24258; Mn 158.19; Mo 12.151; Ni 19.339; Pb 133.55; Sb 28.698; Se 3.3486; Sn 28.153; V 136.61; Zn 182.34; Be 1.6625; Sc 13.352; Sr 90.588; Ti 229.49; Tl 8.6074; W 9.7967; Si 38694; Fe 10340; Ca 3158.3; Al 11031; K 1832.5; Mg 1606.1; Na 1060.3.   //  Share of carbon in waste that is biogenic 0%.
Activity extent: The dataset includes all potential emissions to the environment and land use changes. Input exchanges of infrastructure, materials, energy, and water are not included here but are accounted for in the activity, copper mine operation.
References
Doka, G. (2008). Life Cycle Inventory data of mining waste: Emissions from sulfidic tailings disposal. Zürich, Switzerland: Doka Life Cycle Assessments.
Doka, G. (2017). A model for waste-specific and climate-specific life cycle inventories of tailings impoundments. Zürich, Switzerland: Doka Life Cycle Assessments.
Geography:  Given name of site is 'Copper deposits; Global'. Impoundment site with mean annual temperature (MAT) of 7.40975177345093 degC, mean annual precipitation (MAP) of 572.255370191593 mm/year, mean annual actual evaporation (EAT) of 305.75372488909 mm/year, and net infiltration of 419.378507747048 mm/year (using half of natural surface evapotranspiration). 
Temperature at site can result in permafrost conditions, which slows down water flow by a factor of 0.999. 
Technology:  This is an inventory for an impoundment of copper ore beneficiation tailings waste. The following assumptions were made concerning technology: final impoundment height is 60 meters; operation phase duration is 30 years; and impoundment leachates are released into the environment untreated.
Time period:  'Data on average composition of tailings and tailings-derived leachates from literature sources published between 1994 and 2017 (mean publication date: 2009±6). Mean annual temperature and precipitation data for 1970-2000 (source: Fick and Hijmans, 2017); mean annual evapotranspiration for 1950-2000 (source: Fekete et al., 2002). Production volume based on world mine production data from the USGS Minerals Yearbook 2015. Transfer coefficients from prospective, tailings-specific model. 
References: 
Fekete, B. M., Vorosmarty, C. J. & Grabs, W. (2002). High-resolution fields of global runoff combining observed river discharge and simulated water balances. Global Biogeochemical Cycles, 16, 15-1 - 15-10.
Fick, S. E. & Hijmans, R. J. (2017). Worldclim 2: New 1-km spatial resolution climate surfaces for global land areas. International Journal of Climatology, 37, 4302-4315.'",,ordinary transforming activity,-1.0,[],"{'data entry': {'name': 'David Turner', 'email': 'david.turner@empa.ch'}, 'data generator': {'name': 'David Turner', 'email': 'david.turner@empa.ch'}}",
gold,ecoinvent-3.10-cutoff,primary zinc production from concentrate,gold,RoW,kilogram,"The multi-output ""primary zinc production from concentrate"" process includes all steps required to produce special high grade zinc from zinc concentrate using the electrometallurgical and pyrometallurgical (less common) processes. Electrometallurgical zinc smelting includes roasting, leaching, purification, electrolysis, melting, and sulfur dioxide gas treatment. Pyrometallurgical zinc smelting includes sintering, leaching, refining, and sulfur dioxide gas treatment. The dataset describes the production of zinc and additional co-products, primarily sulfuric acid. Data is based on a study undertaken by the International Zinc Association (IZA) in conjunction with thinkstep (the LCA practitioner) for reference year 2012. Participating companies provided annual primary data on inputs and outputs for each process step, which was aggregated into a single production-weighted dataset. 
The below images present the system boundary in relation to the primary product, special high grade zinc.
Image: https://db3.ecoinvent.org/images/c1fef210-e0fd-48fd-9cea-351f6a190ca8
Image: https://db3.ecoinvent.org/images/27d4da96-9dfb-45d5-ac34-9f40810abac8
Geography:  This dataset is intended to be representative of global special high grade zinc production. Primary data was collected from 18 smelters, representing operations in Africa, Asia, Australia, Europe, and North America. 
The below table presents the regional composition of global refined zinc production compared to the regional composition of all sites that provided data. The deviation is the absolute value of the difference in percentage points between the dataset and global compositions. The deviation for the smelting regional composition is 25%, resulting in global representativeness of 75%. The study’s global representativeness is therefore deemed to be moderate.
Image: https://db3.ecoinvent.org/images/5fe963ea-10cc-44e7-a6a9-b8b4871bc917
Technology:  The technological representativeness of this dataset is considered to be high as smelting methods for zinc are consistent in all regions. Refined zinc produced pyro-metallurgically represents less than 5% of global zinc production and less than 2% of this dataset. 
Electrometallurgical Smelting
The main unit processes for electrometallurgical zinc smelting are roasting, leaching, purification, electrolysis, and melting. In both electrometallurgical and pyro-metallurgical zinc production routes, the first step is to remove the sulfur from the concentrate. Roasting or sintering achieves this. The concentrate is heated in a furnace with operating temperature above 900 °C (exothermic, autogenous process) to convert the zinc sulfide to calcine (zinc oxide). Simultaneously, sulfur reacts with oxygen to produce sulfur dioxide, which is subsequently converted to sulfuric acid in acid plants, usually located with zinc-smelting facilities. During the leaching process, the calcine is dissolved in dilute sulfuric acid solution (re-circulated back from the electrolysis cells) to produce aqueous zinc sulfate solution. The iron impurities dissolve as well and are precipitated out as jarosite or goethite in the presence of calcine and possibly ammonia. Jarosite and goethite are usually disposed of in tailing ponds. Adding zinc dust to the zinc sulfate solution facilitates purification. The purification of leachate leads to precipitation of cadmium, copper, and cobalt as metals. In electrolysis, the purified solution is electrolyzed between lead alloy anodes and aluminum cathodes. The high-purity zinc deposited on aluminum cathodes is stripped off, dried, melted, and cast into SHG zinc ingots (99.99 % zinc).
Pyro-metallurgical Smelting
The pyro-metallurgical smelting process is based on the reduction of zinc and lead oxides into metal with carbon in an imperial smelting furnace. The sinter, along with pre-heated coke, is charged from the top of the furnace and injected from below with pre-heated air. This ensures that temperature in the center of the furnace remains in the range of 1000-1500 °C. The coke is converted to carbon monoxide, and zinc and lead oxides are reduced to metallic zinc and lead. The liquid lead bullion is collected at the bottom of the furnace along with other metal impurities (copper, silver, and gold). Zinc in vapor form is collected from the top of the furnace along with other gases. Zinc vapor is then condensed into liquid zinc. The lead and cadmium impurities in zinc bullion are removed through a distillation process. The imperial smelting process is an energy-intensive process and produces zinc of lower purity than the electrometallurgical process.
Time period:  All primary data collected for this study is considered to be representative of the year 2012. Primary data used from the previous 2009 study is representative of production in the years 2005 & 2006, however it is valid to assume the technology has not significantly changed since then. Moreover, the technology has not changed significantly in the time period between 2012 and 2019 and therefore this data is considered to be appropriate in modeling current zinc production.",,ordinary transforming activity,1.0,"[{'description': 'fraction, process water, to air', 'id': 'daadf2d4-7bbb-4f69-8ab5-58df4c1685eb', 'unit': 'dimensionless', 'comment': 'Literature value. In case when no industry/process specific data are available, a default evaporation fraction value is used. This value is 15% and is based on literature (Statistics Canada, 2007 & Shaffer, K.H., 2008, Consumptive water use in the Great Lakes Basin, USGS & Shiklomanov, 2003, World Water Resources at the Beginning of the 21st Century) and has been approved by an expert.', 'amount': 0.15, 'pedigree': {'reliability': 4, 'completeness': 4, 'temporal correlation': 3, 'geographical correlation': 2, 'further technological correlation': 4}, 'uncertainty type': 2, 'loc': -1.89711998488588, 'scale': 0.30335622624235026, 'scale without pedigree': 0.2, 'name': 'fraction_PW_to_air'}]","{'data entry': {'name': 'Maggie Wildnauer', 'email': 'maggie.wildnauer@thinkstep.com'}, 'data generator': {'name': 'Eric Van Genderen', 'email': 'evangenderen@zinc.org'}}",
copper,ecoinvent-3.10-cutoff,"selective coating, copper sheet, black majic","selective coat, copper sheet, black majic",RoW,square meter,"Inventory for selective coatings of solar absorbers.
[This dataset was already contained in the ecoinvent database version 2. It was not individually updated during the transfer to ecoinvent version 3. Life Cycle Impact Assessment results may still have changed, as they are affected by changes in the supply chain, i.e. in other datasets. This dataset was generated following the ecoinvent quality guidelines for version 2. It may have been subject to central changes described in the ecoinvent version 3 change report (http://www.ecoinvent.org/database/ecoinvent-version-3/reports-of-changes/), and the results of the central updates were reviewed extensively. The changes added e.g. consistent water flows and other information throughout the database. The documentation of this dataset can be found in the ecoinvent reports of version 2, which are still available via the ecoinvent website. The change report linked above covers all central changes that were made during the conversion process.]
Geography:  Production plant data for US.
Technology:  Black Majic crystal coating with nickel underlay.
Time period:  Date of information.",,ordinary transforming activity,1.0,[],"{'data entry': {'name': '[System]', 'email': 'support@ecoinvent.org'}, 'data generator': {'name': 'Niels Jungbluth', 'email': 'ecoinvent@esu-services.ch'}}",
aluminium,ecoinvent-3.10-cutoff,"treatment of used flexible duct, aluminium/PET, DN of 125","used flexible duct aluminium/PET, DN of 125",RoW,meter,"Disposal of a flexible tube made of PET, laminated with aluminium foil and strengthened with galvanised steel spiral wire. Weight 0.205 kg/m
[This dataset was already contained in the ecoinvent database version 2. It was not individually updated during the transfer to ecoinvent version 3. Life Cycle Impact Assessment results may still have changed, as they are affected by changes in the supply chain, i.e. in other datasets. This dataset was generated following the ecoinvent quality guidelines for version 2. It may have been subject to central changes described in the ecoinvent version 3 change report (http://www.ecoinvent.org/database/ecoinvent-version-3/reports-of-changes/), and the results of the central updates were reviewed extensively. The changes added e.g. consistent water flows and other information throughout the database. The documentation of this dataset can be found in the ecoinvent reports of version 2, which are still available via the ecoinvent website. The change report linked above covers all central changes that were made during the conversion process.]
Geography:  Specific to the technology mix encountered in sorting plants in Switzerland
Technology:  Disposal to a sorting plant assumed. Metal pieces and copper in cables and electronic devices are recycled, plastic parts are incinerated, inert wastes (e.g. rock wool) are landfilled.
Time period:  Amount of material investigated in 2003. Disposal technology mix as used in late 1990ies",,ordinary transforming activity,-1.0,[],"{'data entry': {'name': '[System]', 'email': 'support@ecoinvent.org'}, 'data generator': {'name': 'Alex Primas', 'email': 'eth.s-u@ecoinvent.org'}}",
uranium,ecoinvent-3.10-cutoff,market for uranium conversion facility,uranium conversion facility,GLO,unit,"This is a market activity. In the case of services or immobile infrastructures, markets are connecting suppliers and consumers at a global level. For specific connections at regional level, direct links between the local producing activities and the local consumers are preferred. Transport or losses are logically not relevant for this type of products.
This is the market for  'uranium conversion facility', in the Global geography.
This market contains no transport or losses, as they are irrelevant for the delivered product.
This is an immobile infrastructure, representing the construction of uranium conversion facility. The facility does not differenciate between dry and wet process. Its lifetime is assumed to be 40 years with a yearly output of 5,000 tons. The process includes land use of the factory, energy (electricity and diesel) and material requirements for the construction of the facility and decommission.",,market activity,1.0,[],"{'data entry': {'name': '[System]', 'email': 'support@ecoinvent.org'}, 'data generator': {'name': '[System]', 'email': 'support@ecoinvent.org'}}",
