main_id,facility_group_id,flow_type,subflow_type,value_MJ,site_id,activity_name,ore_processed_t,value_normalized,functional_unit,allocation_factor,normalization_key
NL-MAIN-b64bae7a,,Energy,Electricity consumption|Grid electricity,1233000000.0,NL-MAIN-b64bae7a,"Fe, OP mining and beneficiation at Scully",3560000.0,346.34831460674155,Ore processed,1,ore
,GRP-14bfbb82,Energy,Diesel,131655000.0,GRP-14bfbb82,"Au, UG mining and beneficiation at Seabee Gold Operation",,,Ore processed,1,ore
,GRP-14bfbb82,Energy,Electricity consumption|Generated on-site,1629990.0,GRP-14bfbb82,"Au, UG mining and beneficiation at Seabee Gold Operation",,,Ore processed,1,ore
,GRP-14bfbb82,Energy,Electricity consumption|Grid electricity,193225046.4,GRP-14bfbb82,"Au, UG mining and beneficiation at Seabee Gold Operation",,,Ore processed,1,ore
,GRP-14bfbb82,Energy,Other,10277000.0,GRP-14bfbb82,"Au, UG mining and beneficiation at Seabee Gold Operation",,,Ore processed,1,ore
,GRP-14bfbb82,Energy,Propane,40177000.0,GRP-14bfbb82,"Au, UG mining and beneficiation at Seabee Gold Operation",,,Ore processed,1,ore
,GRP-a13779f8,Energy,Electricity consumption,764000000.0,GRP-a13779f8,"Au and Ag and Cu and Zn, UG mining and beneficiation at Snow Lake",,,Ore processed,1,ore
,GRP-a13779f8,Energy,Diesel,387200000.0,GRP-a13779f8,"Au and Ag and Cu and Zn, UG mining and beneficiation at Snow Lake",,,Ore processed,1,ore
,GRP-a13779f8,Energy,Gasoline,1760000.0,GRP-a13779f8,"Au and Ag and Cu and Zn, UG mining and beneficiation at Snow Lake",,,Ore processed,1,ore
,GRP-a13779f8,Energy,Propane,48400000.0,GRP-a13779f8,"Au and Ag and Cu and Zn, UG mining and beneficiation at Snow Lake",,,Ore processed,1,ore
,GRP-147b3123,Energy,Electricity consumption|Grid electricity,738226800.0,GRP-147b3123,"Au and Ag, UG mining and beneficiation at Timmins Operation",,,Ore processed,1,ore
,GRP-147b3123,Energy,Ammonium nitrate,20700.0,GRP-147b3123,"Au and Ag, UG mining and beneficiation at Timmins Operation",,,Ore processed,1,ore
,GRP-147b3123,Energy,Diesel,384285800.0,GRP-147b3123,"Au and Ag, UG mining and beneficiation at Timmins Operation",,,Ore processed,1,ore
,GRP-147b3123,Energy,Dynamite,4889799.999999999,GRP-147b3123,"Au and Ag, UG mining and beneficiation at Timmins Operation",,,Ore processed,1,ore
,GRP-147b3123,Energy,Emulsions,2026300.0,GRP-147b3123,"Au and Ag, UG mining and beneficiation at Timmins Operation",,,Ore processed,1,ore
,GRP-147b3123,Energy,Gasoline,2946100.0,GRP-147b3123,"Au and Ag, UG mining and beneficiation at Timmins Operation",,,Ore processed,1,ore
,GRP-147b3123,Energy,Natural gas,159325598.85000002,GRP-147b3123,"Au and Ag, UG mining and beneficiation at Timmins Operation",,,Ore processed,1,ore
QC-MAIN-02884fb5,,Energy,Electricity consumption|Grid electricity,525946699.99999994,QC-MAIN-02884fb5,"Au, UG mining and beneficiation at Westwood-Doyon",1034000.0,508.65251450676976,Ore processed,1,ore
QC-MAIN-02884fb5,,Energy,ANFO,1530900.0,QC-MAIN-02884fb5,"Au, UG mining and beneficiation at Westwood-Doyon",1034000.0,1.4805609284332688,Ore processed,1,ore
QC-MAIN-02884fb5,,Energy,Diesel,206946000.0,QC-MAIN-02884fb5,"Au, UG mining and beneficiation at Westwood-Doyon",1034000.0,200.14119922630562,Ore processed,1,ore
QC-MAIN-02884fb5,,Energy,Emulsion ANFO,4260600.0,QC-MAIN-02884fb5,"Au, UG mining and beneficiation at Westwood-Doyon",1034000.0,4.120502901353965,Ore processed,1,ore
QC-MAIN-02884fb5,,Energy,Gasoline,3350800.0,QC-MAIN-02884fb5,"Au, UG mining and beneficiation at Westwood-Doyon",1034000.0,3.2406189555125726,Ore processed,1,ore
QC-MAIN-02884fb5,,Energy,Natural gas,63958300.0,QC-MAIN-02884fb5,"Au, UG mining and beneficiation at Westwood-Doyon",1034000.0,61.85522243713733,Ore processed,1,ore
QC-MAIN-02884fb5,,Energy,Propane,33000.0,QC-MAIN-02884fb5,"Au, UG mining and beneficiation at Westwood-Doyon",1034000.0,0.031914893617021274,Ore processed,1,ore
ON-MAIN-7607a50e,,Energy,Electricity consumption|Generated on-site,475000.0,ON-MAIN-7607a50e,"Au, UG mining and beneficiation at Young-Davidson",2878047.0,0.165042474983904,Ore processed,1,ore
ON-MAIN-7607a50e,,Energy,Electricity consumption|Grid electricity,960748000.0,ON-MAIN-7607a50e,"Au, UG mining and beneficiation at Young-Davidson",2878047.0,333.81942685439117,Ore processed,1,ore
ON-MAIN-7607a50e,,Energy,Diesel,140100000.0,ON-MAIN-7607a50e,"Au, UG mining and beneficiation at Young-Davidson",2878047.0,48.6788436741999,Ore processed,1,ore
ON-MAIN-7607a50e,,Energy,Gasoline,2124000.0,ON-MAIN-7607a50e,"Au, UG mining and beneficiation at Young-Davidson",2878047.0,0.7380004565596044,Ore processed,1,ore
ON-MAIN-7607a50e,,Energy,Naphta,6344000.0,ON-MAIN-7607a50e,"Au, UG mining and beneficiation at Young-Davidson",2878047.0,2.2042725501008147,Ore processed,1,ore
ON-MAIN-7607a50e,,Energy,Natural gas,221612000.0,ON-MAIN-7607a50e,"Au, UG mining and beneficiation at Young-Davidson",2878047.0,77.00082729712197,Ore processed,1,ore
