"REF_DATE","GEO","DGUID","Products","Variables","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2019","New Brunswick","2016A000213","Lime, quicklime (Thousands of dollars)","Value of shipments","Thousands of dollars","284","units","0","v1277420968","6.96.4","","x","","","0"
"2019","New Brunswick","2016A000213","Lime, hydrated lime (Thousands of dollars)","Value of shipments","Thousands of dollars","284","units","0","v1277420969","6.97.4","","x","","","0"
"2019","New Brunswick","2016A000213","Magnesite (tonnes)","Quantity produced","Tonnes","287","units","0","v1277420970","6.98.1","0","","","","0"
"2019","New Brunswick","2016A000213","Magnesite (tonnes)","Quantity shipped","Tonnes","287","units","0","v1277420971","6.98.2","0","","","","0"
"2019","New Brunswick","2016A000213","Magnesite (tonnes)","Closing inventories","Tonnes","287","units","0","v1277420972","6.98.3","0","","","","0"
"2019","New Brunswick","2016A000213","Magnesite (Thousands of dollars)","Value of shipments","Thousands of dollars","284","units","0","v1277420973","6.99.4","0","","","","0"
"2019","New Brunswick","2016A000213","Nepheline syenite (tonnes)","Quantity produced","Tonnes","287","units","0","v1277420702","6.104.1","0","","","","0"
"2019","New Brunswick","2016A000213","Nepheline syenite (tonnes)","Quantity shipped","Tonnes","287","units","0","v1277420703","6.104.2","0","","","","0"
"2019","New Brunswick","2016A000213","Nepheline syenite (tonnes)","Closing inventories","Tonnes","287","units","0","v1277420704","6.104.3","0","","","","0"
"2019","New Brunswick","2016A000213","Nepheline syenite (Thousands of dollars)","Value of shipments","Thousands of dollars","284","units","0","v1277420705","6.105.4","0","","","","0"
"2019","New Brunswick","2016A000213","Sand and gravel (tonnes)","Quantity produced","Tonnes","287","units","0","v1277420745","6.124.1","3727822","","","","0"
"2019","New Brunswick","2016A000213","Sand and gravel (tonnes)","Quantity shipped","Tonnes","287","units","0","v1277420746","6.124.2","3694081","","","","0"
"2019","New Brunswick","2016A000213","Sand and gravel (tonnes)","Closing inventories","Tonnes","287","units","0","v1277420747","6.124.3","1142486","","","","0"
"2019","New Brunswick","2016A000213","Silica sand, quartz crude, quartz milled (tonnes)","Quantity produced","Tonnes","287","units","0","v1277420748","6.125.1","357477","","","","0"
"2019","New Brunswick","2016A000213","Silica sand, quartz crude, quartz milled (tonnes)","Quantity shipped","Tonnes","287","units","0","v1277420749","6.125.2","363974","","","","0"
"2019","New Brunswick","2016A000213","Silica sand, quartz crude, quartz milled (tonnes)","Closing inventories","Tonnes","287","units","0","v1277420750","6.125.3","","x","","","0"
"2019","New Brunswick","2016A000213","Gravel (natural/crushed), natural sand (tonnes)","Quantity produced","Tonnes","287","units","0","v1277420751","6.126.1","3370345","","","","0"
"2019","New Brunswick","2016A000213","Gravel (natural/crushed), natural sand (tonnes)","Quantity shipped","Tonnes","287","units","0","v1277420752","6.126.2","3330107","","","","0"
"2019","New Brunswick","2016A000213","Gravel (natural/crushed), natural sand (tonnes)","Closing inventories","Tonnes","287","units","0","v1277420753","6.126.3","","x","","","0"
"2019","New Brunswick","2016A000213","Sand and gravel (Thousands of dollars)","Value of shipments","Thousands of dollars","284","units","0","v1277420754","6.127.4","","x","","","0"
"2019","New Brunswick","2016A000213","Silica sand, quartz crude, quartz milled (Thousands of dollars)","Value of shipments","Thousands of dollars","284","units","0","v1277420755","6.128.4","","x","","","0"
"2019","New Brunswick","2016A000213","Gravel (natural/crushed), natural sand (Thousands of dollars)","Value of shipments","Thousands of dollars","284","units","0","v1277420756","6.129.4","29468","","","","0"
"2019","New Brunswick","2016A000213","Stone (tonnes)","Quantity produced","Tonnes","287","units","0","v1277420771","6.136.1","5193519","","","","0"
"2019","New Brunswick","2016A000213","Stone (tonnes)","Quantity shipped","Tonnes","287","units","0","v1277420772","6.136.2","5310711","","","","0"
"2019","New Brunswick","2016A000213","Stone (tonnes)","Closing inventories","Tonnes","287","units","0","v1277420773","6.136.3","2889119","","","","0"
"2019","New Brunswick","2016A000213","Granite (tonnes)","Quantity produced","Tonnes","287","units","0","v1277420774","6.137.1","2918817","","","","0"
"2019","New Brunswick","2016A000213","Granite (tonnes)","Quantity shipped","Tonnes","287","units","0","v1277420775","6.137.2","2923246","","","","0"
"2019","New Brunswick","2016A000213","Granite (tonnes)","Closing inventories","Tonnes","287","units","0","v1277420776","6.137.3","1451844","","","","0"
"2019","New Brunswick","2016A000213","Limestone (tonnes)","Quantity produced","Tonnes","287","units","0","v1277420777","6.138.1","","x","","","0"
"2019","New Brunswick","2016A000213","Limestone (tonnes)","Quantity shipped","Tonnes","287","units","0","v1277420778","6.138.2","","x","","","0"
"2019","New Brunswick","2016A000213","Limestone (tonnes)","Closing inventories","Tonnes","287","units","0","v1277420779","6.138.3","1276632","","","","0"
"2019","New Brunswick","2016A000213","Marble (tonnes)","Quantity produced","Tonnes","287","units","0","v1277420780","6.139.1","0","","","","0"
"2019","New Brunswick","2016A000213","Marble (tonnes)","Quantity shipped","Tonnes","287","units","0","v1277420781","6.139.2","0","","","","0"
"2019","New Brunswick","2016A000213","Marble (tonnes)","Closing inventories","Tonnes","287","units","0","v1277420782","6.139.3","0","","","","0"
"2019","New Brunswick","2016A000213","Sandstone (tonnes)","Quantity produced","Tonnes","287","units","0","v1277420784","6.140.1","","x","","","0"
"2019","New Brunswick","2016A000213","Sandstone (tonnes)","Quantity shipped","Tonnes","287","units","0","v1277420785","6.140.2","","x","","","0"
"2019","New Brunswick","2016A000213","Sandstone (tonnes)","Closing inventories","Tonnes","287","units","0","v1277420786","6.140.3","","x","","","0"
"2019","New Brunswick","2016A000213","Shale (tonnes)","Quantity produced","Tonnes","287","units","0","v1277420787","6.141.1","","x","","","0"
"2019","New Brunswick","2016A000213","Shale (tonnes)","Quantity shipped","Tonnes","287","units","0","v1277420788","6.141.2","","x","","","0"
"2019","New Brunswick","2016A000213","Shale (tonnes)","Closing inventories","Tonnes","287","units","0","v1277420789","6.141.3","","x","","","0"
"2019","New Brunswick","2016A000213","Slate (tonnes)","Quantity produced","Tonnes","287","units","0","v1277420790","6.142.1","0","","","","0"
"2019","New Brunswick","2016A000213","Slate (tonnes)","Quantity shipped","Tonnes","287","units","0","v1277420791","6.142.2","0","","","","0"
"2019","New Brunswick","2016A000213","Slate (tonnes)","Closing inventories","Tonnes","287","units","0","v1277420792","6.142.3","0","","","","0"
"2019","New Brunswick","2016A000213","Stone (Thousands of dollars)","Value of shipments","Thousands of dollars","284","units","0","v1277420793","6.143.4","43007","","","","0"
"2019","New Brunswick","2016A000213","Granite (Thousands of dollars)","Value of shipments","Thousands of dollars","284","units","0","v1277420794","6.144.4","25209","","","","0"
"2019","New Brunswick","2016A000213","Limestone (Thousands of dollars)","Value of shipments","Thousands of dollars","284","units","0","v1277420795","6.145.4","","x","","","0"
"2019","New Brunswick","2016A000213","Marble (Thousands of dollars)","Value of shipments","Thousands of dollars","284","units","0","v1277420796","6.146.4","0","","","","0"
"2019","New Brunswick","2016A000213","Sandstone (Thousands of dollars)","Value of shipments","Thousands of dollars","284","units","0","v1277420797","6.147.4","","x","","","0"
"2019","New Brunswick","2016A000213","Shale (Thousands of dollars)","Value of shipments","Thousands of dollars","284","units","0","v1277420798","6.148.4","","x","","","0"
"2019","New Brunswick","2016A000213","Slate (Thousands of dollars)","Value of shipments","Thousands of dollars","284","units","0","v1277420799","6.149.4","0","","","","0"
"2019","Quebec","2016A000224","Total metals recoverable, non-metals and aggregates, clay and refractory minerals (Thousands of dollars)","Quantity produced","Thousands of dollars","284","units","0","v1277426973","7.1.1","","..","","","0"
"2019","Quebec","2016A000224","Total metals recoverable, non-metals and aggregates, clay and refractory minerals (Thousands of dollars)","Value of shipments","Thousands of dollars","284","units","0","v1277495986","7.1.4","10468626","","","","0"
"2019","Quebec","2016A000224","Metals, recoverable (Thousands of dollars)","Value of shipments","Thousands of dollars","284","units","0","v1277421099","7.2.4","9168685","","","","0"
"2019","Quebec","2016A000224","Cobalt, recoverable (tonnes)","Quantity produced","Tonnes","287","units","0","v1277421117","7.3.1","","x","","","0"
"2019","Quebec","2016A000224","Cobalt, recoverable (tonnes)","Quantity shipped","Tonnes","287","units","0","v1277421118","7.3.2","","x","","","0"
"2019","Quebec","2016A000224","Cobalt, recoverable (Thousands of dollars)","Value of shipments","Thousands of dollars","284","units","0","v1277421137","7.4.4","","x","","","0"
"2019","Quebec","2016A000224","Copper, concentrates (tonnes)","Quantity produced","Tonnes","287","units","0","v1277421156","7.5.1","100975","","","","0"
"2019","Quebec","2016A000224","Copper, concentrates (tonnes)","Quantity shipped","Tonnes","287","units","0","v1277421157","7.5.2","102852","","","","0"
"2019","Quebec","2016A000224","Copper, concentrates (tonnes)","Closing inventories","Tonnes","287","units","0","v1277421158","7.5.3","4428","","","","0"
"2019","Quebec","2016A000224","Copper, concentrates (Thousands of dollars)","Value of shipments","Thousands of dollars","284","units","0","v1277421173","7.6.4","918148","","","","0"
"2019","Quebec","2016A000224","Copper, recoverable (tonnes)","Quantity produced","Tonnes","287","units","0","v1277421192","7.7.1","36151","","","","0"
"2019","Quebec","2016A000224","Copper, recoverable (tonnes)","Quantity shipped","Tonnes","287","units","0","v1277421193","7.7.2","36264","","","","0"
"2019","Quebec","2016A000224","Copper, recoverable (Thousands of dollars)","Value of shipments","Thousands of dollars","284","units","0","v1277421211","7.8.4","291071","","","","0"
"2019","Quebec","2016A000224","Gold and silver bullion, crude and dore (kilograms)","Quantity produced","Kilograms","192","units","0","v1277421232","7.9.1","95577","","","","0"
"2019","Quebec","2016A000224","Gold and silver bullion, crude and dore (kilograms)","Quantity shipped","Kilograms","192","units","0","v1277421233","7.9.2","94899","","","","0"
"2019","Quebec","2016A000224","Gold and silver bullion, crude and dore (kilograms)","Closing inventories","Kilograms","192","units","0","v1277421234","7.9.3","4448","","","","0"
"2019","Quebec","2016A000224","Gold and silver bullion, crude and dore (Thousands of dollars)","Value of shipments","Thousands of dollars","284","units","0","v1277420974","7.10.4","3132863","","","","0"
"2019","Quebec","2016A000224","Gold, concentrates (kilograms)","Quantity produced","Kilograms","192","units","0","v1277420994","7.11.1","0","","","","0"
"2019","Quebec","2016A000224","Gold, concentrates (kilograms)","Quantity shipped","Kilograms","192","units","0","v1277420995","7.11.2","0","","","","0"
"2019","Quebec","2016A000224","Gold, concentrates (kilograms)","Closing inventories","Kilograms","192","units","0","v1277420996","7.11.3","0","","","","0"
"2019","Quebec","2016A000224","Gold, concentrates (Thousands of dollars)","Value of shipments","Thousands of dollars","284","units","0","v1277421021","7.12.4","0","","","","0"
"2019","Quebec","2016A000224","Gold, recoverable (kilograms)","Quantity produced","Kilograms","192","units","0","v1277421038","7.13.1","61506","","","","0"
"2019","Quebec","2016A000224","Gold, recoverable (kilograms)","Quantity shipped","Kilograms","192","units","0","v1277421039","7.13.2","60946","","","","0"
"2019","Quebec","2016A000224","Gold, recoverable (Thousands of dollars)","Value of shipments","Thousands of dollars","284","units","0","v1277421064","7.14.4","3624290","","","","0"
"2019","Quebec","2016A000224","Ilmenite, concentrates (tonnes)","Quantity produced","Tonnes","287","units","0","v1277421081","7.15.1","","x","","","0"
"2019","Quebec","2016A000224","Ilmenite, concentrates (tonnes)","Quantity shipped","Tonnes","287","units","0","v1277421082","7.15.2","","x","","","0"
"2019","Quebec","2016A000224","Ilmenite, concentrates (tonnes)","Closing inventories","Tonnes","287","units","0","v1277421083","7.15.3","","x","","","0"
"2019","Quebec","2016A000224","Ilmenite, concentrates (Thousands of dollars)","Value of shipments","Thousands of dollars","284","units","0","v1277421092","7.16.4","","x","","","0"
"2019","Quebec","2016A000224","Ilmenite, recoverable (tonnes)","Quantity produced","Tonnes","287","units","0","v1277421093","7.17.1","0","","","","0"
"2019","Quebec","2016A000224","Ilmenite, recoverable (tonnes)","Quantity shipped","Tonnes","287","units","0","v1277421094","7.17.2","0","","","","0"
"2019","Quebec","2016A000224","Ilmenite, recoverable (Thousands of dollars)","Value of shipments","Thousands of dollars","284","units","0","v1277421095","7.18.4","","..","","","0"
"2019","Quebec","2016A000224","Iron, agglomerates (tonnes)","Quantity produced","Tonnes","287","units","0","v1277421096","7.19.1","9613829","","","","0"
"2019","Quebec","2016A000224","Iron, agglomerates (tonnes)","Quantity shipped","Tonnes","287","units","0","v1277421097","7.19.2","9693750","","","","0"
"2019","Quebec","2016A000224","Iron, agglomerates (tonnes)","Closing inventories","Tonnes","287","units","0","v1277421098","7.19.3","","x","","","0"
"2019","Quebec","2016A000224","Iron, agglomerates (Thousands of dollars)","Value of shipments","Thousands of dollars","284","units","0","v1277421100","7.20.4","1139288","","","","0"
"2019","Quebec","2016A000224","Iron, concentrates (tonnes)","Quantity produced","Tonnes","287","units","0","v1277421101","7.21.1","21414715","","","","0"
"2019","Quebec","2016A000224","Iron, concentrates (tonnes)","Quantity shipped","Tonnes","287","units","0","v1277421102","7.21.2","21982617","","","","0"
"2019","Quebec","2016A000224","Iron, concentrates (tonnes)","Closing inventories","Tonnes","287","units","0","v1277421103","7.21.3","","x","","","0"
"2019","Quebec","2016A000224","Iron, concentrates (Thousands of dollars)","Value of shipments","Thousands of dollars","284","units","0","v1277421104","7.22.4","1934745","","","","0"
"2019","Quebec","2016A000224","Iron, remelt (tonnes)","Quantity produced","Tonnes","287","units","0","v1277421105","7.23.1","","x","","","0"
"2019","Quebec","2016A000224","Iron, remelt (tonnes)","Quantity shipped","Tonnes","287","units","0","v1277421106","7.23.2","","x","","","0"
"2019","Quebec","2016A000224","Iron, remelt (Thousands of dollars)","Value of shipments","Thousands of dollars","284","units","0","v1277421107","7.24.4","","x","","","0"
"2019","Quebec","2016A000224","Lead, concentrates (tonnes)","Quantity produced","Tonnes","287","units","0","v1277421108","7.25.1","0","","","","0"
"2019","Quebec","2016A000224","Lead, concentrates (tonnes)","Quantity shipped","Tonnes","287","units","0","v1277421109","7.25.2","0","","","","0"
"2019","Quebec","2016A000224","Lead, concentrates (tonnes)","Closing inventories","Tonnes","287","units","0","v1277421110","7.25.3","0","","","","0"
"2019","Quebec","2016A000224","Lead, concentrates (Thousands of dollars)","Value of shipments","Thousands of dollars","284","units","0","v1277421111","7.26.4","0","","","","0"
"2019","Quebec","2016A000224","Lead, recoverable (tonnes)","Quantity produced","Tonnes","287","units","0","v1277421112","7.27.1","0","","","","0"
"2019","Quebec","2016A000224","Lead, recoverable (tonnes)","Quantity shipped","Tonnes","287","units","0","v1277421113","7.27.2","0","","","","0"
"2019","Quebec","2016A000224","Lead, recoverable (Thousands of dollars)","Value of shipments","Thousands of dollars","284","units","0","v1277421114","7.28.4","0","","","","0"
"2019","Quebec","2016A000224","Lithium, recoverable (kilograms)","Quantity produced","Kilograms","192","units","0","v1277421115","7.29.1","0","","","","0"
"2019","Quebec","2016A000224","Lithium, recoverable (kilograms)","Quantity shipped","Kilograms","192","units","0","v1277421116","7.29.2","0","","","","0"
"2019","Quebec","2016A000224","Lithium, recoverable (Thousands of dollars)","Value of shipments","Thousands of dollars","284","units","0","v1277421119","7.30.4","0","","","","0"
"2019","Quebec","2016A000224","Molybdenum, concentrates (tonnes)","Quantity produced","Tonnes","287","units","0","v1277421120","7.31.1","0","","","","0"
"2019","Quebec","2016A000224","Molybdenum, concentrates (tonnes)","Quantity shipped","Tonnes","287","units","0","v1277421121","7.31.2","0","","","","0"
"2019","Quebec","2016A000224","Molybdenum, concentrates (tonnes)","Closing inventories","Tonnes","287","units","0","v1277421122","7.31.3","0","","","","0"
"2019","Quebec","2016A000224","Molybdenum, concentrates (Thousands of dollars)","Value of shipments","Thousands of dollars","284","units","0","v1277421123","7.32.4","0","","","","0"
"2019","Quebec","2016A000224","Molybdenum, recoverable (tonnes)","Quantity produced","Tonnes","287","units","0","v1277421124","7.33.1","0","","","","0"
"2019","Quebec","2016A000224","Molybdenum, recoverable (tonnes)","Quantity shipped","Tonnes","287","units","0","v1277421125","7.33.2","0","","","","0"
"2019","Quebec","2016A000224","Molybdenum, recoverable (Thousands of dollars)","Value of shipments","Thousands of dollars","284","units","0","v1277421126","7.34.4","0","","","","0"
"2019","Quebec","2016A000224","Nickel, concentrates (tonnes)","Quantity produced","Tonnes","287","units","0","v1277421127","7.35.1","","x","","","0"
"2019","Quebec","2016A000224","Nickel, concentrates (tonnes)","Quantity shipped","Tonnes","287","units","0","v1277421128","7.35.2","","x","","","0"
"2019","Quebec","2016A000224","Nickel, concentrates (tonnes)","Closing inventories","Tonnes","287","units","0","v1277421129","7.35.3","","x","","","0"
"2019","Quebec","2016A000224","Nickel, concentrates (Thousands of dollars)","Value of shipments","Thousands of dollars","284","units","0","v1277421130","7.36.4","","x","","","0"
"2019","Quebec","2016A000224","Nickel, recoverable (tonnes)","Quantity produced","Tonnes","287","units","0","v1277421131","7.37.1","","x","","","0"
"2019","Quebec","2016A000224","Nickel, recoverable (tonnes)","Quantity shipped","Tonnes","287","units","0","v1277421132","7.37.2","","x","","","0"
"2019","Quebec","2016A000224","Nickel, recoverable (Thousands of dollars)","Value of shipments","Thousands of dollars","284","units","0","v1277421133","7.38.4","","x","","","0"
"2019","Quebec","2016A000224","Niobium, concentrates (kilograms)","Quantity produced","Kilograms","192","units","0","v1277421134","7.39.1","","x","","","0"
"2019","Quebec","2016A000224","Niobium, concentrates (kilograms)","Quantity shipped","Kilograms","192","units","0","v1277421135","7.39.2","","x","","","0"
"2019","Quebec","2016A000224","Niobium, concentrates (kilograms)","Closing inventories","Kilograms","192","units","0","v1277421136","7.39.3","","x","","","0"
"2019","Quebec","2016A000224","Niobium, concentrates (Thousands of dollars)","Value of shipments","Thousands of dollars","284","units","0","v1277421138","7.40.4","","x","","","0"
"2019","Quebec","2016A000224","Niobium, recoverable (kilograms)","Quantity produced","Kilograms","192","units","0","v1277421139","7.41.1","","x","","","0"
"2019","Quebec","2016A000224","Niobium, recoverable (kilograms)","Quantity shipped","Kilograms","192","units","0","v1277421140","7.41.2","","x","","","0"
"2019","Quebec","2016A000224","Niobium, recoverable (Thousands of dollars)","Value of shipments","Thousands of dollars","284","units","0","v1277421141","7.42.4","","x","","","0"
"2019","Quebec","2016A000224","Palladium, concentrates (kilograms)","Quantity produced","Kilograms","192","units","0","v1277421142","7.43.1","0","","","","0"
"2019","Quebec","2016A000224","Palladium, concentrates (kilograms)","Quantity shipped","Kilograms","192","units","0","v1277421143","7.43.2","0","","","","0"
"2019","Quebec","2016A000224","Palladium, concentrates (kilograms)","Closing inventories","Kilograms","192","units","0","v1277421144","7.43.3","0","","","","0"
"2019","Quebec","2016A000224","Palladium, concentrates (Thousands of dollars)","Value of shipments","Thousands of dollars","284","units","0","v1277421145","7.44.4","0","","","","0"
"2019","Quebec","2016A000224","Platinum group, recoverable (grams)","Quantity produced","Grams","147","units","0","v1277421146","7.45.1","","x","","","0"
"2019","Quebec","2016A000224","Platinum group, recoverable (grams)","Quantity shipped","Grams","147","units","0","v1277421147","7.45.2","","x","","","0"
"2019","Quebec","2016A000224","Iridium, recoverable (grams)","Quantity produced","Grams","147","units","0","v1277421148","7.46.1","","x","","","0"
"2019","Quebec","2016A000224","Iridium, recoverable (grams)","Quantity shipped","Grams","147","units","0","v1277421149","7.46.2","","x","","","0"
"2019","Quebec","2016A000224","Palladium, recoverable (grams)","Quantity produced","Grams","147","units","0","v1277421150","7.47.1","","x","","","0"
"2019","Quebec","2016A000224","Palladium, recoverable (grams)","Quantity shipped","Grams","147","units","0","v1277421151","7.47.2","","x","","","0"
"2019","Quebec","2016A000224","Platinum, recoverable (grams)","Quantity produced","Grams","147","units","0","v1277421152","7.48.1","","x","","","0"
"2019","Quebec","2016A000224","Platinum, recoverable (grams)","Quantity shipped","Grams","147","units","0","v1277421153","7.48.2","","x","","","0"
"2019","Quebec","2016A000224","Rhodium, recoverable (grams)","Quantity produced","Grams","147","units","0","v1277421154","7.49.1","","x","","","0"
"2019","Quebec","2016A000224","Rhodium, recoverable (grams)","Quantity shipped","Grams","147","units","0","v1277421155","7.49.2","","x","","","0"
"2019","Quebec","2016A000224","Ruthenium, recoverable (grams)","Quantity produced","Grams","147","units","0","v1277421159","7.50.1","","x","","","0"
"2019","Quebec","2016A000224","Ruthenium, recoverable (grams)","Quantity shipped","Grams","147","units","0","v1277421160","7.50.2","","x","","","0"
"2019","Quebec","2016A000224","Platinum group, recoverable (Thousands of dollars)","Value of shipments","Thousands of dollars","284","units","0","v1277421161","7.51.4","","x","","","0"
"2019","Quebec","2016A000224","Iridium, recoverable (Thousands of dollars)","Value of shipments","Thousands of dollars","284","units","0","v1277421162","7.52.4","","x","","","0"
"2019","Quebec","2016A000224","Palladium, recoverable (Thousands of dollars)","Value of shipments","Thousands of dollars","284","units","0","v1277421163","7.53.4","","x","","","0"
"2019","Quebec","2016A000224","Platinum, recoverable (Thousands of dollars)","Value of shipments","Thousands of dollars","284","units","0","v1277421164","7.54.4","","x","","","0"
"2019","Quebec","2016A000224","Rhodium, recoverable (Thousands of dollars)","Value of shipments","Thousands of dollars","284","units","0","v1277421165","7.55.4","","x","","","0"
"2019","Quebec","2016A000224","Ruthenium, recoverable (Thousands of dollars)","Value of shipments","Thousands of dollars","284","units","0","v1277421166","7.56.4","","x","","","0"
"2019","Quebec","2016A000224","Silver, concentrates (kilograms)","Quantity produced","Kilograms","192","units","0","v1277421167","7.57.1","0","","","","0"
"2019","Quebec","2016A000224","Silver, concentrates (kilograms)","Quantity shipped","Kilograms","192","units","0","v1277421168","7.57.2","0","","","","0"
"2019","Quebec","2016A000224","Silver, concentrates (kilograms)","Closing inventories","Kilograms","192","units","0","v1277421169","7.57.3","0","","","","0"
"2019","Quebec","2016A000224","Silver, concentrates (Thousands of dollars)","Value of shipments","Thousands of dollars","284","units","0","v1277421170","7.58.4","0","","","","0"
"2019","Quebec","2016A000224","Silver, recoverable (kilograms)","Quantity produced","Kilograms","192","units","0","v1277421171","7.59.1","84954","","","","0"
"2019","Quebec","2016A000224","Silver, recoverable (kilograms)","Quantity shipped","Kilograms","192","units","0","v1277421172","7.59.2","84787","","","","0"
"2019","Quebec","2016A000224","Silver, recoverable (Thousands of dollars)","Value of shipments","Thousands of dollars","284","units","0","v1277421174","7.60.4","56203","","","","0"
"2019","Quebec","2016A000224","Spodumene, concentrates (kilograms)","Quantity produced","Kilograms","192","units","0","v1277421175","7.61.1","0","","","","0"
"2019","Quebec","2016A000224","Spodumene, concentrates (kilograms)","Quantity shipped","Kilograms","192","units","0","v1277421176","7.61.2","0","","","","0"
"2019","Quebec","2016A000224","Spodumene, concentrates (kilograms)","Closing inventories","Kilograms","192","units","0","v1277421177","7.61.3","0","","","","0"
"2019","Quebec","2016A000224","Spodumene, concentrates (Thousands of dollars)","Value of shipments","Thousands of dollars","284","units","0","v1277421178","7.62.4","0","","","","0"
"2019","Quebec","2016A000224","Tantalum, concentrates (kilograms)","Quantity produced","Kilograms","192","units","0","v1277421179","7.63.1","0","","","","0"
"2019","Quebec","2016A000224","Tantalum, concentrates (kilograms)","Quantity shipped","Kilograms","192","units","0","v1277421180","7.63.2","0","","","","0"
"2019","Quebec","2016A000224","Tantalum, concentrates (kilograms)","Closing inventories","Kilograms","192","units","0","v1277421181","7.63.3","0","","","","0"
"2019","Quebec","2016A000224","Tantalum, concentrates (Thousands of dollars)","Value of shipments","Thousands of dollars","284","units","0","v1277421182","7.64.4","0","","","","0"
"2019","Quebec","2016A000224","Titanium dioxide, recoverable (tonnes)","Quantity produced","Tonnes","287","units","0","v1277421183","7.65.1","","x","","","0"
"2019","Quebec","2016A000224","Titanium dioxide, recoverable (tonnes)","Quantity shipped","Tonnes","287","units","0","v1277421184","7.65.2","","x","","","0"
"2019","Quebec","2016A000224","Titanium dioxide, recoverable (Thousands of dollars)","Value of shipments","Thousands of dollars","284","units","0","v1277421185","7.66.4","","x","","","0"
"2019","Quebec","2016A000224","Uranium, concentrates (tonnes)","Quantity produced","Tonnes","287","units","0","v1277421186","7.67.1","0","","","","0"
"2019","Quebec","2016A000224","Uranium, concentrates (tonnes)","Quantity shipped","Tonnes","287","units","0","v1277421187","7.67.2","0","","","","0"
"2019","Quebec","2016A000224","Uranium, concentrates (tonnes)","Closing inventories","Tonnes","287","units","0","v1277421188","7.67.3","0","","","","0"
"2019","Quebec","2016A000224","Uranium, concentrates (Thousands of dollars)","Value of shipments","Thousands of dollars","284","units","0","v1277421189","7.68.4","0","","","","0"
"2019","Quebec","2016A000224","Uranium, recoverable (tonnes)","Quantity produced","Tonnes","287","units","0","v1277421190","7.69.1","0","","","","0"
"2019","Quebec","2016A000224","Uranium, recoverable (tonnes)","Quantity shipped","Tonnes","287","units","0","v1277421191","7.69.2","0","","","","0"
"2019","Quebec","2016A000224","Uranium, recoverable (Thousands of dollars)","Value of shipments","Thousands of dollars","284","units","0","v1277421194","7.70.4","0","","","","0"
"2019","Quebec","2016A000224","Zinc, concentrates (tonnes)","Quantity produced","Tonnes","287","units","0","v1277421195","7.71.1","162702","","","","0"
"2019","Quebec","2016A000224","Zinc, concentrates (tonnes)","Quantity shipped","Tonnes","287","units","0","v1277421196","7.71.2","158724","","","","0"
"2019","Quebec","2016A000224","Zinc, concentrates (tonnes)","Closing inventories","Tonnes","287","units","0","v1277421197","7.71.3","5432","","","","0"
"2019","Quebec","2016A000224","Zinc, concentrates (Thousands of dollars)","Value of shipments","Thousands of dollars","284","units","0","v1277421198","7.72.4","256538","","","","0"
"2019","Quebec","2016A000224","Zinc, recoverable (tonnes)","Quantity produced","Tonnes","287","units","0","v1277421199","7.73.1","84792","","","","0"
"2019","Quebec","2016A000224","Zinc, recoverable (tonnes)","Quantity shipped","Tonnes","287","units","0","v1277421200","7.73.2","83100","","","","0"
"2019","Quebec","2016A000224","Zinc, recoverable (Thousands of dollars)","Value of shipments","Thousands of dollars","284","units","0","v1277421201","7.74.4","227265","","","","0"
"2019","Quebec","2016A000224","Non-metals (Thousands of dollars)","Value of shipments","Thousands of dollars","284","units","0","v1277421202","7.75.4","381086","","","","0"
"2019","Quebec","2016A000224","Barite (tonnes)","Quantity produced","Tonnes","287","units","0","v1277421203","7.76.1","0","","","","0"
"2019","Quebec","2016A000224","Barite (tonnes)","Quantity shipped","Tonnes","287","units","0","v1277421204","7.76.2","0","","","","0"
"2019","Quebec","2016A000224","Barite (tonnes)","Closing inventories","Tonnes","287","units","0","v1277421205","7.76.3","0","","","","0"
"2019","Quebec","2016A000224","Barite (Thousands of dollars)","Value of shipments","Thousands of dollars","284","units","0","v1277421206","7.77.4","0","","","","0"
"2019","Quebec","2016A000224","Diamonds (carats)","Quantity produced","Carats","399","units","0","v1277421207","7.78.1","1912418","","","","0"
"2019","Quebec","2016A000224","Diamonds (carats)","Quantity shipped","Carats","399","units","0","v1277421208","7.78.2","1889431","","","","0"
"2019","Quebec","2016A000224","Diamonds (carats)","Closing inventories","Carats","399","units","0","v1277421209","7.78.3","","x","","","0"
"2019","Quebec","2016A000224","Diamonds (Thousands of dollars)","Value of shipments","Thousands of dollars","284","units","0","v1277421210","7.79.4","189019","","","","0"
"2019","Quebec","2016A000224","Gemstones (kilograms)","Quantity produced","Kilograms","192","units","0","v1277421220","7.84.1","0","","","","0"
"2019","Quebec","2016A000224","Gemstones (kilograms)","Quantity shipped","Kilograms","192","units","0","v1277421221","7.84.2","0","","","","0"
"2019","Quebec","2016A000224","Gemstones (kilograms)","Closing inventories","Kilograms","192","units","0","v1277421222","7.84.3","0","","","","0"
"2019","Quebec","2016A000224","Gemstones (Thousands of dollars)","Value of shipments","Thousands of dollars","284","units","0","v1277421223","7.85.4","0","","","","0"
"2019","Quebec","2016A000224","Graphite (tonnes)","Quantity produced","Tonnes","287","units","0","v1277421224","7.86.1","4332","","","","0"
